标题,中文标题,发布日期,领域分类,研究机构,PDF链接,论文链接,AlphaXiv链接,简明摘要,点赞数
Long-Context Autoregressive Video Modeling with Next-Frame Prediction,基于下一帧预测的长上下文自回归视频建模,25 Mar 2025,Other,Other,https://arxiv.org/pdf/2503.19325,https://www.arxiv.org/abs/2503.19325,https://www.alphaxiv.org/abs/2503.19325,本文提出了一种名为Frame AutoRegressive (FAR)的视频自回归建模方法，旨在提升视频生成中的长时间上下文利用能力。FAR通过捕捉连续帧之间的因果关系，克服了现有方法在处理长视频序列时的局限性。为解决视觉冗余和训练计算成本高的问题，作者引入了FlexRoPE和长短期上下文建模，前者增强了时间衰减能力，后者通过高分辨率短期上下文确保细粒度时间一致性。实验表明，FAR在短视频和长视频生成任务中均表现出色，成为视频自回归建模的有效基线。,0
Learning 3D Object Spatial Relationships from Pre-trained 2D Diffusion Models,从预训练的2D扩散模型中学习3D物体空间关系,25 Mar 2025,Diffusion Model,Other,https://arxiv.org/pdf/2503.19914,https://www.arxiv.org/abs/2503.19914,https://www.alphaxiv.org/abs/2503.19914,本论文提出了一种从预训练的2D扩散模型中学习3D物体空间关系的方法，称为物体-物体空间关系（OOR）。研究者利用合成的3D样本捕捉物体之间的相对姿态和比例，进而训练了一个基于得分的OOR扩散模型。该方法通过将合成的2D图像提升为3D样本，解决了3D数据稀缺的问题，并能生成符合文本描述的空间关系样本。实验表明，该方法在多种物体关系的建模上表现出色，具有广泛的应用潜力，如内容创作和机器人操作。,0
PartRM: Modeling Part-Level Dynamics with Large Cross-State Reconstruction Model,PartRM：使用大型跨状态重建模型建模部件级动态,25 Mar 2025,Other,"THU, PKU",https://arxiv.org/pdf/2503.19913,https://www.arxiv.org/abs/2503.19913,https://www.alphaxiv.org/abs/2503.19913,"本文提出了PartRM，一种新颖的4D重建框架，能够高效地从多视角图像中建模静态物体的外观、几何形状和部件级运动。与现有方法Puppet-Master相比，PartRM在图像质量和推理速度上均表现出显著优势，能够在几秒内生成3D-aware的运动效果。为解决数据稀缺问题，研究团队引入了PartDrag-4D数据集，包含超过20,000个状态的部件动态观测。PartRM的多尺度拖动嵌入模块增强了模型对动态交互的理解，实验结果表明其在部件级运动学习方面达到了新的技术领先水平，具有广泛的应用潜力，尤其在机器人操作任务中。",0
CoLLM: A Large Language Model for Composed Image Retrieval,CoLLM：用于组合图像检索的大型语言模型,25 Mar 2025,Multimodal LLM,Amazon,https://arxiv.org/pdf/2503.19910,https://www.arxiv.org/abs/2503.19910,https://www.alphaxiv.org/abs/2503.19910,论文《CoLLM: A Large Language Model for Composed Image Retrieval》提出了一种新框架CoLLM，旨在解决传统的复合图像检索（CIR）方法中数据稀缺和复杂查询理解的挑战。通过实时生成图像-文本三元组，CoLLM实现了无需手动标注的监督训练，并利用大型语言模型（LLMs）生成联合嵌入，以增强多模态融合。此外，研究团队推出了包含340万样本的Multi-Text CIR（MTCIR）数据集，并改进了现有CIR基准测试，提供更可靠的评估指标。实验结果表明，CoLLM在多个CIR基准上达到了最先进的性能，推动了该领域的发展。,0
Scaling Down Text Encoders of Text-to-Image Diffusion Models,缩小文本到图像扩散模型的文本编码器,25 Mar 2025,Diffusion Model,Other,https://arxiv.org/pdf/2503.19897,https://www.arxiv.org/abs/2503.19897,https://www.alphaxiv.org/abs/2503.19897,本文探讨了在文本到图像扩散模型中缩小文本编码器的必要性。研究表明，现有的T5-XXL编码器虽然在理解复杂提示和图像生成上表现出色，但其参数量庞大，导致GPU需求高昂。通过采用视觉知识蒸馏的方法，作者成功地将T5-XXL缩小至T5-base模型，后者在生成图像质量和语义理解方面表现相当，同时模型体积减少了50倍。这一成果使得高质量的文本到图像生成更加可及，推动了扩散模型的应用。研究结果表明，较小的编码器在保留性能的同时，能够有效减少冗余信息。,0
Guarding against artificial intelligence--hallucinated citations: the case for full-text reference deposit,防范人工智能幻觉引用：全文本参考文献存档的必要性,25 Mar 2025,Other,Other,https://arxiv.org/pdf/2503.19848,https://www.arxiv.org/abs/2503.19848,https://www.alphaxiv.org/abs/2503.19848,该论文探讨了生成性人工智能（AI）在学术引用中“幻觉”虚假信息的问题，提出了一项解决方案：要求作者在提交手稿时提供每个引用来源的全文。这一做法借鉴了透明性和开放性数据共享的准则，旨在防止引用不存在的文献，从而提高学术出版的可靠性。通过减少编辑和审稿人验证参考文献的负担，作者认为这一方法能够有效保护学术期刊免受虚假引用的影响，确保研究的真实性和完整性。,0
AccVideo: Accelerating Video Diffusion Model with Synthetic Dataset,AccVideo：利用合成数据集加速视频扩散模型,25 Mar 2025,Diffusion Model,Shanghai AI Lab,https://arxiv.org/pdf/2503.19462,https://www.arxiv.org/abs/2503.19462,https://www.alphaxiv.org/abs/2503.19462,本文提出了一种名为AccVideo的新方法，通过合成数据集加速视频扩散模型的生成速度。传统的视频扩散模型需要大量的推理步骤，导致生成过程缓慢，而AccVideo通过蒸馏技术实现了生成速度提高8.5倍，同时保持了视频质量。该方法利用预训练的视频扩散模型生成有效的去噪轨迹，设计了基于轨迹的少步引导，从而减少了推理步骤。此外，采用对抗训练策略对齐输出分布，提高了视频生成的质量。实验结果表明，AccVideo在生成速度和视频质量上均优于现有加速方法。,0
A novel forecasting framework combining virtual samples and enhanced Transformer models for tourism demand forecasting,一种结合虚拟样本和增强型Transformer模型的旅游需求预测新框架,25 Mar 2025,Other,Other,https://arxiv.org/pdf/2503.19423,https://www.arxiv.org/abs/2503.19423,https://www.alphaxiv.org/abs/2503.19423,本文提出了一种新颖的旅游需求预测框架，结合了虚拟样本生成和增强的Transformer模型，以应对历史数据有限和复杂时空依赖性的问题。通过使用时空生成对抗网络（GAN），该框架能够动态建模空间相关性，生成逼真的虚拟样本。同时，增强的Transformer模型通过因果卷积和自注意力机制捕捉局部模式和长期依赖性，改进了预测准确性。实验结果表明，与传统Transformer模型相比，该方法在数据稀缺条件下平均减少了18.37%的预测误差，显示了其在旅游管理中的有效性和实用性。,0
WikiAutoGen: Towards Multi-Modal Wikipedia-Style Article Generation,WikiAutoGen：迈向多模态维基百科风格文章生成,24 Mar 2025,Multimodal LLM,Other,https://arxiv.org/pdf/2503.19065,https://www.arxiv.org/abs/2503.19065,https://www.alphaxiv.org/abs/2503.19065,论文《WikiAutoGen: Towards Multi-Modal Wikipedia-Style Article Generation》提出了一种新颖的自动化系统，旨在生成多模态的维基百科风格文章。与以往仅依赖文本生成的方法不同，WikiAutoGen同时整合了相关图像，以提升内容的深度和视觉吸引力。该系统还引入了一种多角度自我反思机制，通过从不同视角评估检索到的内容，显著提高了生成内容的准确性和一致性。这一研究为信息发现和收集提供了更高效、丰富的解决方案，推动了自动化内容生成的进步。,0
Analyzable Chain-of-Musical-Thought Prompting for High-Fidelity Music Generation,可分析的音乐思维链提示用于高保真音乐生成,25 Mar 2025,Other,Other,https://arxiv.org/pdf/2503.19611,https://www.arxiv.org/abs/2503.19611,https://www.alphaxiv.org/abs/2503.19611,本论文提出了一种名为MusiCoT的新型音乐生成方法，旨在提高高保真音乐创作的质量。与传统的自回归模型不同，MusiCoT通过引入链式思维提示技术，首先构建整体音乐结构，然后再生成音频标记，从而增强了作品的连贯性和创造力。该方法利用对比语言-音频预训练模型，避免了对人工标注数据的依赖，并支持对音乐结构的深入分析。实验结果显示，MusiCoT在音乐生成的客观和主观评价上均表现优越，展现了其在音乐创作中的实际应用潜力。,0
FullDiT: Multi-Task Video Generative Foundation Model with Full Attention,FullDiT：具有全注意力的多任务视频生成基础模型,25 Mar 2025,Other,Other,https://arxiv.org/pdf/2503.19907,https://www.arxiv.org/abs/2503.19907,https://www.alphaxiv.org/abs/2503.19907,本文介绍了FullDiT，一种多任务视频生成基础模型，采用统一的全注意力机制，以解决现有视频生成模型在处理多种条件时的局限性。传统的适配器方法在多条件集成时面临参数冗余和性能下降等问题，而FullDiT通过将多种条件融合为一个统一的序列表示，提升了生成质量和效率。实验表明，FullDiT在复杂多任务视频生成中表现优异，展示了全注意力在捕捉条件动态方面的有效性，为创意行业提供了更精细的控制能力。,0
ICE: Intrinsic Concept Extraction from a Single Image via Diffusion Models,ICE：通过扩散模型从单幅图像中提取内在概念,25 Mar 2025,Diffusion Model,Other,https://arxiv.org/pdf/2503.19902,https://www.arxiv.org/abs/2503.19902,https://www.alphaxiv.org/abs/2503.19902,本论文提出了ICE（Intrinsic Concept Extraction）框架，旨在从单幅图像中系统地提取内在视觉概念。ICE利用文本到图像（T2I）模型，通过两个关键阶段实现概念的自动定位和深入分析。首先，框架识别与图像相关的文本概念及其对应的掩码，随后对每个掩码进行深入剖析，将对象级概念分解为内在和一般概念。这种方法有效克服了现有技术在提取可解释概念方面的局限性，提供了一种更为精确的视觉概念学习方式，具有广泛的应用潜力。,0
Multi-agent Application System in Office Collaboration Scenarios,办公协作场景中的多智能体应用系统,25 Mar 2025,Agent,Other,https://arxiv.org/pdf/2503.19584,https://www.arxiv.org/abs/2503.19584,https://www.alphaxiv.org/abs/2503.19584,本文介绍了一种多智能体应用系统，旨在提升办公室协作的效率和工作质量。该系统结合了人工智能、机器学习和自然语言处理技术，实现了任务分配、进度监控和信息共享等功能。系统中的智能体能够根据团队成员的需求提供个性化支持，并利用数据分析工具改善决策质量。论文还提出了一种智能体架构，增强了多轮对话能力，并通过实验验证了系统在真实业务应用中的有效性。该系统预计将在动态环境和大规模多智能体系统中发挥更重要的作用。,0
CausalRAG: Integrating Causal Graphs into Retrieval-Augmented Generation,CausalRAG: 将因果图融入检索增强生成,25 Mar 2025,LLM,Other,https://arxiv.org/pdf/2503.19878,https://www.arxiv.org/abs/2503.19878,https://www.alphaxiv.org/abs/2503.19878,本文提出了CausalRAG，一种将因果图融入检索增强生成（RAG）框架的新方法，以解决传统RAG系统在上下文完整性和检索准确性方面的局限。CausalRAG通过构建因果关系图，保持上下文连贯性，并提高检索的精准度，从而生成更具深度和解释性的回答。研究表明，CausalRAG在多个指标上优于常规RAG和基于图的RAG方法，展示了在知识密集型任务中基于因果推理的检索方法的潜力。这一工作为RAG领域的进一步研究提供了重要的见解和方向。,0
"Exploring Hallucination of Large Multimodal Models in Video Understanding: Benchmark, Analysis and Mitigation",探索大型多模态模型在视频理解中的幻觉：基准、分析与缓解,25 Mar 2025,Multimodal LLM,Other,https://arxiv.org/pdf/2503.19622,https://www.arxiv.org/abs/2503.19622,https://www.alphaxiv.org/abs/2503.19622,本论文探讨了大型多模态模型（LMMs）在视频理解中的幻觉现象，即模型提供看似正确但实际上错误的回答。为此，研究者们提出了一个名为HAVEN的基准，旨在评估视频理解任务中的幻觉问题，涵盖幻觉原因、方面和问题格式等维度，共计6000个问题。通过对16个LMMs的实验，分析了影响幻觉的七个因素，并提出了一种视频思维模型，通过监督推理微调和直接偏好优化来减轻幻觉现象。实验结果显示，该方法在幻觉评估准确率上提高了7.65%，并降低了4.5%的偏差分数，展示了其有效性。,0
Learning to chain-of-thought with Jensen's evidence lower bound,通过詹森证据下界学习思维链,25 Mar 2025,LLM,Other,https://arxiv.org/pdf/2503.19618,https://www.arxiv.org/abs/2503.19618,https://www.alphaxiv.org/abs/2503.19618,本论文提出了一种基于Jensen证据下界的链式思维优化方法，旨在通过强化学习而无需外部奖励。作者将链式思维视为潜在变量，构建了一个简化的优化框架，避免了全证据下界中复杂的变分后验模型，使其更适合大规模训练。研究表明，该方法在数学推理任务上的表现与传统的政策梯度方法相当，展示了新算法在更广泛应用中的潜力。通过连接不同的优化方法，论文为链式思维的学习提供了新的视角和实用的算法。,0
Splitting Answer Set Programs with respect to Intensionality Statements (Extended Version),关于强制性语句的答案集程序拆分（扩展版）,25 Mar 2025,Other,Other,https://arxiv.org/pdf/2503.19762,https://www.arxiv.org/abs/2503.19762,https://www.alphaxiv.org/abs/2503.19762,本文提出了一种改进的逻辑程序拆分方法，通过引入“内涵性声明”概念，拓宽了拆分条件的适用范围。该方法不仅考虑谓词之间的依赖关系，还关注其参数和上下文，从而使得在处理具有变量的第一阶公式时，能够有效拆分程序。此技术有助于提高解算性能，并为逻辑程序的正确性证明提供支持，特别是在规划问题的迭代求解和动作描述的正确性论证中具有重要应用价值。,0
ImageGen-CoT: Enhancing Text-to-Image In-context Learning with Chain-of-Thought Reasoning,ImageGen-CoT：通过链式思维推理增强文本到图像的上下文学习,25 Mar 2025,Multimodal LLM,Microsoft,https://arxiv.org/pdf/2503.19312,https://www.arxiv.org/abs/2503.19312,https://www.alphaxiv.org/abs/2503.19312,本文提出了一种新框架ImageGen-CoT，旨在提升文本到图像的上下文学习能力。尽管现有的多模态大型语言模型在理解和生成方面表现出色，但在处理复杂的文本-图像输入时，它们往往缺乏有效的推理能力。ImageGen-CoT通过引入结构化的思维过程，帮助模型在生成图像之前进行更好的上下文理解。研究中，作者开发了一种自动化的数据集构建流程，以生成高质量的ImageGen-CoT数据集，并通过实验验证了该方法的有效性，结果显示，在文本到图像任务中，模型性能提升了80%。此研究为多模态模型的推理能力提供了新的思路。,0
AvatarArtist: Open-Domain 4D Avatarization,AvatarArtist: 开放域4D化身生成,25 Mar 2025,Other,Other,https://arxiv.org/pdf/2503.19906,https://www.arxiv.org/abs/2503.19906,https://www.alphaxiv.org/abs/2503.19906,本文提出了AvatarArtist，一种开放域的4D头像生成模型，旨在从任意风格的肖像图像中创建4D头像。该方法利用参数三维平面作为中间表示，并结合生成对抗网络（GAN）和扩散模型的优势，解决了在多样化数据分布下的生成挑战。实验表明，AvatarArtist能够高质量地生成具有强鲁棒性的4D头像，适用于多种源图像类型。这项技术在虚拟现实、社交媒体和游戏等领域具有广泛应用潜力，促进了AI内容生成的进步。相关代码和数据将公开，以支持未来研究。,0
CAFe: Unifying Representation and Generation with Contrastive-Autoregressive Finetuning,CAFe：通过对比自回归微调统一表示与生成,25 Mar 2025,Multimodal LLM,Meta,https://arxiv.org/pdf/2503.19900,https://www.arxiv.org/abs/2503.19900,https://www.alphaxiv.org/abs/2503.19900,论文提出了一种新颖的对比自回归微调框架（CAFe），旨在增强大型视觉语言模型（LVLMs）在表征学习和生成任务中的能力。CAFe通过结合对比目标与自回归语言建模，成功克服了现有LVLM在高保真表征学习和生成能力之间的权衡。该方法不仅在多模态检索和生成基准测试中取得了最先进的结果，还改善了物体幻觉问题。CAFe为未来的多模态模型奠定了基础，使其在检索精度和生成连贯性方面都能表现出色。,0
A proposal for an incident regime that tracks and counters threats to national security posed by AI systems,针对人工智能系统对国家安全威胁的事件机制提案,25 Mar 2025,Other,Other,https://arxiv.org/pdf/2503.19887,https://www.arxiv.org/abs/2503.19887,https://www.alphaxiv.org/abs/2503.19887,本文提出了一种法律强制的AI事件报告机制，以应对AI系统对国家安全可能构成的威胁。随着AI能力的快速发展，恶意行为者可能利用这些技术进行网络攻击或失控。论文首先定义了“安全关键”领域，并认为核能、航空和生命科学等行业应纳入此类领域。提议的机制分为三个阶段：首先，AI提供者需在部署前创建“国家安全案例”，并报告任何削弱该案例的事件；其次，事件发生后需在24小时内通知政府机构；最后，政府应具备情报收集和安全增强的权力，以改进AI提供者的安全措施。该机制旨在增强政府对AI安全威胁的监控和应对能力。,0
Enabling Rapid Shared Human-AI Mental Model Alignment via the After-Action Review,通过事后回顾实现快速共享的人机心理模型对齐,25 Mar 2025,Agent,Other,https://arxiv.org/pdf/2503.19607,https://www.arxiv.org/abs/2503.19607,https://www.alphaxiv.org/abs/2503.19607,本论文提出了两项创新性贡献，以增强人机协作（HMT）领域的研究：首先，开发了一个基于Minecraft的测试平台，便于在真实人类参与的环境中快速测试和部署协作AI代理；其次，设计了一种工具，允许用户回顾和分析HMT任务中的行为，以促进共享心理模型的发展。该工具通过视频回放和基于GPT-4的聊天界面，帮助用户理解AI的决策过程，从而增强人类与AI之间的协作效率。这些贡献旨在加速协作代理的设计和人机交互的理解。,0
Substance over Style: Evaluating Proactive Conversational Coaching Agents,重视实质而非形式：评估主动对话教练智能体,25 Mar 2025,Agent,Google,https://arxiv.org/pdf/2503.19328,https://www.arxiv.org/abs/2503.19328,https://www.alphaxiv.org/abs/2503.19328,本论文探讨了主动对话教练代理的评估，特别关注其在多轮互动中的挑战。研究实施了五种不同风格的教练代理，并通过用户研究收集了155次对话的反馈。结果显示，用户更重视核心功能（即“实质”），而在缺乏这些功能时，风格元素往往被负面评价。研究还揭示了用户反馈与健康专家及语言模型的第三方评估之间的显著不一致。这些发现为对话教练代理的设计和评估提供了重要见解，推动了以人为本的自然语言处理应用的发展。,0
"RGL: A Graph-Centric, Modular Framework for Efficient Retrieval-Augmented Generation on Graphs",RGL：一个以图为中心的模块化框架，用于高效的图数据检索增强生成,25 Mar 2025,Other,Other,https://arxiv.org/pdf/2503.19314,https://www.arxiv.org/abs/2503.19314,https://www.alphaxiv.org/abs/2503.19314,本文介绍了RAG-on-Graphs Library (RGL)，一个模块化框架，旨在提高图数据上的检索增强生成（RAG）系统的效率。RGL整合了从图索引、动态节点检索到子图构建、标记化和生成的完整RAG流程，支持多种图格式，并通过优化实现显著提升处理速度，最高可达143倍。该框架的灵活工具如动态节点过滤，能够快速提取相关子图并减少标记消耗。通过广泛评估，RGL不仅加速了原型开发，还增强了图基RAG系统在多种任务中的性能和适用性。,0
CubeRobot: Grounding Language in Rubik's Cube Manipulation via Vision-Language Model,CubeRobot：通过视觉语言模型在魔方操作中实现语言的基础,25 Mar 2025,Embodied AI,Other,https://arxiv.org/pdf/2503.19281,https://www.arxiv.org/abs/2503.19281,https://www.alphaxiv.org/abs/2503.19281,论文《CubeRobot: Grounding Language in Rubik's Cube Manipulation via Vision-Language Model》提出了一种新型的视觉-语言模型（VLM），旨在解决3x3魔方的操作问题。CubeRobot通过引入专门的数据集CubeCoT，设计了高、中、低难度的任务，以评估模型的解决能力。该模型采用双循环架构和Memory Stream系统，能够独立进行规划和决策，从而在魔方恢复任务中实现了高达100%的准确率。这项研究不仅展示了VLM在复杂任务中的应用潜力，还为理解人类问题解决过程提供了新的视角。,0
