标题,中文标题,发布日期,领域分类,研究机构,PDF链接,论文链接,AlphaXiv链接,简明摘要,点赞数
"Boosting Virtual Agent Learning and Reasoning: A Step-wise, Multi-dimensional, and Generalist Reward Model with Benchmark",提升虚拟智能体学习与推理：一种分步、多维度和通用奖励模型及基准,24 Mar 2025,Agent,Other,https://arxiv.org/pdf/2503.18665,https://www.arxiv.org/abs/2503.18665,https://www.alphaxiv.org/abs/2503.18665,本文提出了一种名为Similar的步进多维通用奖励模型，旨在提升通用虚拟代理（GVA）的学习和推理能力。该模型通过定义五个维度来细化代理行为的评估，解决了传统方法中依赖结果监督和人工标注的局限性。Similar能够自动收集和注释代理执行数据，提供细粒度的训练信号，并支持推理时的规模扩展。此外，论文首次引入了一个针对步进多维奖励模型训练和评估的基准SRM，包含训练集和测试集。实验结果表明，Similar有效提高了GVA的学习效率和推理能力。,0
Global-Local Tree Search for Language Guided 3D Scene Generation,基于语言引导的3D场景生成的全局-局部树搜索,24 Mar 2025,Multimodal LLM,Other,https://arxiv.org/pdf/2503.18476,https://www.arxiv.org/abs/2503.18476,https://www.alphaxiv.org/abs/2503.18476,本论文提出了一种新的全球-局部树搜索算法，用于基于语言指导的3D室内场景生成。该方法将场景生成视为一个规划问题，利用大规模视觉-语言模型（VLM）在空间和布局常识约束下进行对象的顺序放置。通过层次分解场景结构，算法能够有效地生成地面对象和支撑对象，并在每个放置步骤中进行局部搜索。实验结果表明，该方法生成的3D场景在合理性上优于现有技术，为室内设计、3D游戏和虚拟现实等领域的应用提供了新的解决方案。,0
Video-T1: Test-Time Scaling for Video Generation,Video-T1：视频生成的测试时间缩放,24 Mar 2025,Other,"THU, Tencent",https://arxiv.org/pdf/2503.18942,https://www.arxiv.org/abs/2503.18942,https://www.alphaxiv.org/abs/2503.18942,论文《Video-T1: Test-Time Scaling for Video Generation》探讨了通过测试时间扩展（TTS）来提升视频生成质量的方法。研究表明，在推理阶段增加计算资源可以显著改善视频生成的效果，尤其是在面对复杂文本提示时。作者将TTS视为一种搜索问题，通过在高斯噪声空间中寻找更优的视频轨迹来优化生成过程。提出的“帧树”（Tree-of-Frames）方法能够有效地扩展和修剪视频生成分支，从而在不增加训练成本的情况下提高视频质量。这一研究为视频生成领域提供了新的思路和技术路径，具有广泛的应用潜力。,0
Enhancing Retrieval Systems with Inference-Time Logical Reasoning,通过推理时逻辑推理增强检索系统,22 Mar 2025,Other,Other,https://arxiv.org/pdf/2503.17860,https://www.arxiv.org/abs/2503.17860,https://www.alphaxiv.org/abs/2503.17860,本论文提出了一种新颖的推理时间逻辑推理框架，以增强传统的检索系统。传统方法依赖余弦相似度进行文档检索，难以处理包含复杂逻辑构造的查询。作者的方法通过将自然语言查询转化为逻辑形式，提取逻辑结构，并基于这些结构组合相似度分数，从而有效处理复杂查询。实验结果表明，该方法在多个模型和数据集上均优于传统检索方法，显著提升了复杂查询的检索性能。这一研究为检索系统在处理逻辑复杂性方面提供了新的思路。,0
A Study on the Improvement of Code Generation Quality Using Large Language Models Leveraging Product Documentation,利用产品文档提升代码生成质量的研究：基于大语言模型,22 Mar 2025,LLM,Other,https://arxiv.org/pdf/2503.17837,https://www.arxiv.org/abs/2503.17837,https://www.alphaxiv.org/abs/2503.17837,本研究探讨了如何利用大型语言模型（LLM）基于产品文档自动生成端到端（E2E）测试代码，以提升代码生成质量。通过分析用户手册、教程和常见问题等文档，研究提出了一种两步生成方法，能够将文档中的指令转化为可执行的测试代码。实验结果显示，使用产品文档生成的测试代码在功能覆盖率和质量上表现优异，尤其在认证和用户管理功能方面。这一方法有效解决了E2E测试代码生成的挑战，为软件开发中的测试自动化提供了新的思路，进而提升了软件质量。,0
Target-Aware Video Diffusion Models,目标感知视频扩散模型,24 Mar 2025,Diffusion Model,Other,https://arxiv.org/pdf/2503.18950,https://www.arxiv.org/abs/2503.18950,https://www.alphaxiv.org/abs/2503.18950,本文提出了一种目标感知视频扩散模型，能够根据输入图像生成演员与指定目标互动的视频。模型通过分割掩码定义目标，并通过文本提示描述所需动作，简化了视频生成过程。与依赖复杂结构或运动线索的现有方法不同，该模型仅需简单的目标掩码，利用预训练模型的泛化能力生成合理的动作。这种方法在处理人类与物体互动场景时表现出色，并可应用于视频内容创作和零-shot 3D动作合成等领域，显著提升了生成视频的准确性和可控性。,0
Equivariant Image Modeling,等变图像建模,24 Mar 2025,Diffusion Model,Tencent,https://arxiv.org/pdf/2503.18948,https://www.arxiv.org/abs/2503.18948,https://www.alphaxiv.org/abs/2503.18948,本文提出了一种新颖的等变图像建模框架，旨在解决当前生成模型在多任务优化中存在的内在冲突。通过引入列式标记化和窗口因果注意机制，增强了任务间的一致性和空间对称性。该方法在256×256分辨率下的类条件ImageNet生成任务中，表现出与最先进的自回归模型相当的性能，同时显著降低了计算资源的需求。研究表明，这种等变性显著提升了零-shot泛化能力，并能够生成更复杂的自然场景，为生成建模领域提供了新的视角和方法。,0
Aether: Geometric-Aware Unified World Modeling,Aether: 具有几何意识的统一世界建模,24 Mar 2025,Other,Shanghai AI Lab,https://arxiv.org/pdf/2503.18945,https://www.arxiv.org/abs/2503.18945,https://www.alphaxiv.org/abs/2503.18945,本文提出了AETHER，一个统一的世界建模框架，旨在解决几何重建与生成建模的集成挑战。AETHER通过优化四个核心能力：4D动态重建、基于动作的视频预测和目标导向的视觉规划，实现了几何感知推理。尽管仅使用合成数据进行训练，AETHER在真实世界数据上的表现依然优异，展现了零-shot泛化能力。该框架通过任务交错的特征学习，促进了重建、预测和规划之间的知识共享，为构建具有人类空间推理能力的自主系统奠定了基础，激励了在物理合理的世界建模领域的进一步探索。,0
Exploring Training and Inference Scaling Laws in Generative Retrieval,探索生成检索中的训练和推理规模法则,24 Mar 2025,LLM,Other,https://arxiv.org/pdf/2503.18941,https://www.arxiv.org/abs/2503.18941,https://www.alphaxiv.org/abs/2503.18941,本论文探讨了生成检索中训练和推理的扩展规律，重点分析模型规模、训练数据量和推理计算如何共同影响检索性能。研究提出了一种新颖的评估指标，便于对不同生成检索方法进行比较。实验结果表明，基于n-gram的方法与扩展规律高度一致，且在使用更大语言模型时表现更佳。此外，增加推理计算显著提升性能，表明生成检索在推理阶段可从更高的计算预算中获益。研究发现，LLaMA模型在生成检索中优于T5模型，为未来系统设计和优化提供了新见解。,0
Mind with Eyes: from Language Reasoning to Multimodal Reasoning,用眼睛思考：从语言推理到多模态推理,23 Mar 2025,Multimodal LLM,Other,https://arxiv.org/pdf/2503.18071,https://www.arxiv.org/abs/2503.18071,https://www.alphaxiv.org/abs/2503.18071,本文综述了多模态推理的最新进展，强调了语言推理与多模态推理结合的重要性。作者将多模态推理分为两类：语言中心的多模态推理和协作多模态推理，前者主要依赖视觉支持语言推理，后者则实现了模态间的动态交互。论文分析了这些方法的技术演变及其面临的挑战，并介绍了评估多模态推理性能的基准任务和指标。最后，作者展望了未来的研究方向，包括从视觉语言推理到全模态推理的转变，以及多模态推理向多模态智能体的演进。这项工作为多模态推理研究提供了系统的框架和启示。,0
Bayesian Teaching Enables Probabilistic Reasoning in Large Language Models,贝叶斯教学使大语言模型具备概率推理能力,21 Mar 2025,LLM,Google,https://arxiv.org/pdf/2503.17523,https://www.arxiv.org/abs/2503.17523,https://www.alphaxiv.org/abs/2503.17523,本论文探讨了如何通过贝叶斯教学提升大型语言模型（LLMs）的概率推理能力。研究表明，现有的LLMs在更新信念时并未遵循贝叶斯框架，导致其预测性能未能随着信息增加而改善。为了解决这一问题，作者采用贝叶斯模型的预测进行训练，使LLMs能够以贝叶斯方式进行推理。结果显示，这种方法显著提高了模型在推荐任务上的表现，并且能够推广到其他任务，表明LLMs能够有效学习推理策略并在新领域中泛化。这为理解LLMs的成功提供了新的视角。,0
EconEvals: Benchmarks and Litmus Tests for LLM Agents in Unknown Environments,EconEvals：未知环境中LLM智能体的基准测试和试金石,24 Mar 2025,Agent,Other,https://arxiv.org/pdf/2503.18825,https://www.arxiv.org/abs/2503.18825,https://www.alphaxiv.org/abs/2503.18825,本论文提出了EconEvals，一套用于评估大型语言模型（LLM）代理在未知环境中表现的基准和测试。研究者设计了基于经济学核心问题的决策任务，涵盖采购、调度和定价等领域，并通过合成生成不同难度级别的任务来防止饱和。此外，论文引入了“litmus tests”，量化LLM在面对效率与平等等经济权衡时的行为差异。这些基准和测试为评估LLM代理在复杂经济决策中的能力和倾向提供了新方法，具有重要的应用价值。,0
DeepFund: Will LLM be Professional at Fund Investment? A Live Arena Perspective,DeepFund：大语言模型在基金投资中能否专业化？来自实时竞技场的视角,24 Mar 2025,LLM,Other,https://arxiv.org/pdf/2503.18313,https://www.arxiv.org/abs/2503.18313,https://www.alphaxiv.org/abs/2503.18313,该论文提出了DeepFund，一种新的评估平台，旨在检验大型语言模型（LLMs）在基金投资中的实际表现。现有的评估方法主要集中在LLMs对金融文件的理解，而未能有效评估其在动态市场条件下的资产管理能力。DeepFund采用多代理框架，模拟真实的投资决策过程，并通过前向测试方法减少信息泄露。该平台提供了一个可视化界面，允许用户在不同市场条件下比较模型表现，旨在为LLMs在金融市场中的应用提供更准确、公正的评估。,0
Statistical Proof of Execution (SPEX),执行的统计证明（SPEX）,24 Mar 2025,Other,Other,https://arxiv.org/pdf/2503.18899,https://www.arxiv.org/abs/2503.18899,https://www.alphaxiv.org/abs/2503.18899,本文提出了“统计执行证明”（SPEX）协议，旨在应对日益增长的自动决策系统对可验证计算的需求。SPEX通过一种基于采样的协议，提供了比现有方法更快、更经济且更简单的可验证计算解决方案。该协议特别适用于处理非确定性输出的情况，如人工智能和大语言模型，确保计算结果的可信性和可审计性。论文还提供了一个开源的Python实现，促进了在云计算和区块链环境中对透明性和问责制的需求。总体而言，SPEX为确保自动决策系统的质量和可靠性提供了重要工具。,0
AgentDropout: Dynamic Agent Elimination for Token-Efficient and High-Performance LLM-Based Multi-Agent Collaboration,AgentDropout：基于大语言模型的多智能体协作中的动态智能体消除方法，旨在提高令牌效率和性能,24 Mar 2025,Agent,Other,https://arxiv.org/pdf/2503.18891,https://www.arxiv.org/abs/2503.18891,https://www.alphaxiv.org/abs/2503.18891,论文提出了AgentDropout，一种动态代理消除方法，旨在提高基于大型语言模型的多代理系统（MAS）的通信效率和任务性能。通过优化通信图的邻接矩阵，AgentDropout能够识别并消除冗余代理和通信，从而显著减少提示和完成的令牌消耗，分别降低21.6%和18.4%，同时任务性能提升1.14。该方法借鉴了管理理论中的动态角色调整，展现了良好的领域迁移能力和结构鲁棒性，表明其在多代理协作中的有效性和可靠性。代码已公开发布。,0
Self-Organizing Graph Reasoning Evolves into a Critical State for Continuous Discovery Through Structural-Semantic Dynamics,自组织图推理通过结构-语义动态演变为持续发现的临界状态,24 Mar 2025,Agent,Other,https://arxiv.org/pdf/2503.18852,https://www.arxiv.org/abs/2503.18852,https://www.alphaxiv.org/abs/2503.18852,本论文探讨了自组织图推理系统如何自发演化到一个临界状态，以支持持续的语义发现。通过分析结构和语义熵的动态关系，研究者发现语义熵在系统中占主导地位，并引入了一个关键的发现参数，表明持续创新的潜力。实验结果显示，系统中约12%的“惊喜”边连接了语义上遥远的概念，揭示了跨领域的联系。该研究为智能系统的长期发现和适应能力提供了跨学科的见解，并提出了强化关键发现的模型训练策略。,0
Progressive Prompt Detailing for Improved Alignment in Text-to-Image Generative Models,用于改善文本到图像生成模型对齐的渐进提示细化,22 Mar 2025,Diffusion Model,Other,https://arxiv.org/pdf/2503.17794,https://www.arxiv.org/abs/2503.17794,https://www.alphaxiv.org/abs/2503.17794,本论文提出了一种名为SCoPE（Scheduled interpolation of Coarse-to-fine Prompt Embeddings）的新方法，旨在改善文本到图像生成模型在处理复杂长提示时的对齐问题。SCoPE通过将详细提示分解为多个子提示，从粗到细逐步引入图像细节。这种无训练的插值方法在推理过程中有效提升了生成图像的准确性，平均在Visual Question Answering（VQA）评分上比Stable Diffusion基线提高了4%。该方法显著增强了生成模型对复杂场景和多样对象的表现，解决了传统模型在长提示中的信息丢失和概念纠缠问题。,0
GPBench: A Comprehensive and Fine-Grained Benchmark for Evaluating Large Language Models as General Practitioners,GPBench：评估大型语言模型作为全科医生的综合性和细粒度基准,22 Mar 2025,LLM,Other,https://arxiv.org/pdf/2503.17599,https://www.arxiv.org/abs/2503.17599,https://www.alphaxiv.org/abs/2503.17599,论文《GPBench: A Comprehensive and Fine-Grained Benchmark for Evaluating Large Language Models as General Practitioners》提出了GPBench，一个针对大型语言模型（LLMs）在全科医生决策中的表现进行评估的综合性基准。现有的评估框架多集中于考试风格的评估，缺乏反映真实临床场景的全面测试集。GPBench结合了临床实践中的多项选择题和情境问题，所有问题均由专家精心注释，涵盖临床管理的细节。研究表明，当前的LLMs在疾病分期、并发症识别等方面存在显著不足，尚不适合在无监督的情况下独立应用于实际的全科医疗工作中。,0
Defeating Prompt Injections by Design,通过设计击败提示注入攻击,24 Mar 2025,Agent,"Google, DeepMind",https://arxiv.org/pdf/2503.18813,https://www.arxiv.org/abs/2503.18813,https://www.alphaxiv.org/abs/2503.18813,本文提出了一种名为CaMeL的新型防御机制，旨在保护大型语言模型（LLMs）免受提示注入攻击。CaMeL通过在LLM周围建立一个安全层，提取用户查询的控制流和数据流，从而确保不受信任的数据不会影响程序流程。此外，CaMeL利用自定义的Python解释器来执行安全策略，防止敏感数据的泄露。研究表明，CaMeL在AgentDojo基准测试中成功解决了67%的任务，展示了其在确保安全性方面的有效性，而无需修改底层模型。这一工作为LLM的安全应用提供了新的思路和方法。,0
AlphaSpace: Enabling Robotic Actions through Semantic Tokenization and Symbolic Reasoning,AlphaSpace：通过语义标记化和符号推理实现机器人动作,24 Mar 2025,Embodied AI,Other,https://arxiv.org/pdf/2503.18769,https://www.arxiv.org/abs/2503.18769,https://www.alphaxiv.org/abs/2503.18769,本文提出了AlphaSpace，一种新方法，旨在提升语言模型在三维笛卡尔空间中的空间推理能力，以支持机器人操作。AlphaSpace采用层次化的语义标记策略，将空间信息以粗细不同的层次编码，允许模型通过结构化标记精确操控物体的位置。实验结果显示，AlphaSpace在操作子任务中的准确率达到66.67%，显著优于现有模型（如GPT-4o的37.5%和Claude 3.5 Sonnet的29.17%）。该方法通过增强的语义标记和符号推理，解决了传统视觉模型在复杂环境中的局限性，为机器人操作提供了更高效的解决方案。,0
I Have Covered All the Bases Here: Interpreting Reasoning Features in Large Language Models via Sparse Autoencoders,我已涵盖所有要点：通过稀疏自编码器解释大语言模型中的推理特征,24 Mar 2025,LLM,Other,https://arxiv.org/pdf/2503.18878,https://www.arxiv.org/abs/2503.18878,https://www.alphaxiv.org/abs/2503.18878,本论文探讨了大型语言模型（LLMs）中的推理特征，特别是通过稀疏自编码器（SAEs）来识别和解释这些特征。研究聚焦于开源模型DeepSeek-R1，提出了一种方法提取推理特征，并通过实证分析验证了这些特征与模型推理能力的直接关联。结果表明，通过系统性地调整这些特征可以显著提升推理性能，为理解LLMs内部推理机制提供了新的机制性视角。这项研究为进一步开发更具推理能力的语言模型奠定了基础。,0
Training-Free Personalization via Retrieval and Reasoning on Fingerprints,通过检索和推理实现无训练个性化,24 Mar 2025,Multimodal LLM,Other,https://arxiv.org/pdf/2503.18623,https://www.arxiv.org/abs/2503.18623,https://www.alphaxiv.org/abs/2503.18623,本论文提出了一种新颖的个性化方法——基于检索和推理的个性化（R2P），旨在解决现有视觉语言模型（VLMs）在理解用户特定概念方面的局限。与传统依赖训练的个性化方法不同，R2P在无需训练的情况下，利用VLM的内部知识，通过提取“概念指纹”来识别用户特定的概念。该方法首先构建一个包含用户概念的多模态数据库，并在推理时通过检索和链式推理来匹配最相关的概念。实验结果表明，R2P在多个基准测试中均优于现有方法，展示了其在处理视觉歧义方面的有效性。,0
Leveraging Perturbation Robustness to Enhance Out-of-Distribution Detection,利用扰动鲁棒性增强分布外检测,24 Mar 2025,Other,Other,https://arxiv.org/pdf/2503.18784,https://www.arxiv.org/abs/2503.18784,https://www.alphaxiv.org/abs/2503.18784,本论文提出了一种新颖的后处理方法，称为扰动修正的异常检测（PRO），旨在提高深度学习模型在开放世界环境中的异常输入检测能力。研究发现，异常输入的预测置信度在扰动下比正常输入更易下降，因此通过应用梯度下降寻找局部最小分数，增强了正常和异常样本之间的可分性。该方法无需对模型架构进行复杂修改，显著提升了检测性能，尤其在小规模模型上表现优异。在CIFAR-10数据集上，PRO相比现有最先进方法减少了超过10%的假阳性率，展示了其有效性和实用价值。,0
Unified Geometry and Color Compression Framework for Point Clouds via Generative Diffusion Priors,通过生成扩散先验实现的点云统一几何与颜色压缩框架,23 Mar 2025,Diffusion Model,Other,https://arxiv.org/pdf/2503.18083,https://www.arxiv.org/abs/2503.18083,https://www.alphaxiv.org/abs/2503.18083,本文提出了一种统一的3D点云几何和颜色压缩框架，利用生成扩散模型的先验知识。现有方法通常将几何和颜色压缩视为独立任务，导致难以有效处理带颜色的点云。该框架通过提示调优在测试时适应预训练的生成扩散模型，将原始彩色点云压缩为稀疏集合（称为“种子”），并通过多次去噪步骤进行解压缩。实验结果表明，该方法在几何和颜色压缩方面优于现有基准，展示了其在3D应用中的潜力和通用性。,0
Towards Understanding the Benefits of Neural Network Parameterizations in Geophysical Inversions: A Study With Neural Fields,理解神经网络参数化在地球物理反演中的优势：基于神经场的研究,21 Mar 2025,Other,Other,https://arxiv.org/pdf/2503.17503,https://www.arxiv.org/abs/2503.17503,https://www.alphaxiv.org/abs/2503.17503,本研究探讨了神经网络参数化在地球物理反演中的优势，特别是通过神经场（Neural Fields）实现的测试时间学习方法。与传统的训练方式不同，神经场在反演过程中实时学习权重，从而有效改善反演结果，减少由测量灵敏度和物理特性引起的伪影。通过对合成地震层析成像和直流电阻率反演的实验，结果表明，神经场反演在恢复地层角度和预测目标边界方面优于传统方法。此外，奇异值分解分析显示，神经网络结构中固有的隐性偏差对反演模型恢复具有潜在益处。这一研究为地球物理反演提供了新的思路和方法。,0
Tuning-Free Amodal Segmentation via the Occlusion-Free Bias of Inpainting Models,通过无遮挡偏差的修复模型实现无调优的模态分割,24 Mar 2025,Diffusion Model,Other,https://arxiv.org/pdf/2503.18947,https://www.arxiv.org/abs/2503.18947,https://www.alphaxiv.org/abs/2503.18947,本论文提出了一种无需调优的模态分割方法，利用扩散模型的“无遮挡偏差”来实现对可见和被遮挡区域的分割。该方法通过对遮挡区域进行修复，在不需要额外训练或标注的情况下，直接生成完整的物体分割掩膜。实验结果表明，该方法在五个不同的数据集上表现优异，平均提高了5.3%的分割准确率，相较于现有的监督学习方法具有更好的通用性和鲁棒性。该研究为模态分割任务提供了一种新颖且有效的解决方案，具有潜在的应用价值。,0
