标题,中文标题,领域分类,研究机构,PDF链接,论文链接,简明摘要,Upvote数
"Modifying Large Language Model Post-Training for Diverse Creative
  Writing",修改大型语言模型后训练以实现多样化创意写作,LLM,Other,https://arxiv.org/pdf/2503.17126,https://huggingface.co/papers/2503.17126,本论文探讨了如何通过后训练方法提高大型语言模型（LLMs）在创意写作任务中的输出多样性和质量。研究提出将“偏差”纳入训练目标，以促进模型学习稀有高质量实例。采用直接偏好优化（DPO）和赔率比偏好优化（ORPO）方法，研究表明所提出的模型在输出多样性上与人类创作的数据集相当，同时保持与顶级指令调优模型相似的质量。通过人类评估和对比实验，验证了该方法的有效性，解决了创意写作中常见的输出同质化问题。,18
"SimpleRL-Zoo: Investigating and Taming Zero Reinforcement Learning for
  Open Base Models in the Wild",SimpleRL-Zoo：研究和驯化野外开放基础模型的零强化学习,LLM,ByteDance,https://arxiv.org/pdf/2503.18892,https://huggingface.co/papers/2503.18892,本研究探讨了零强化学习（zero RL）在多种基础模型中的应用，涵盖了包括LLama3-8B和Mistral系列在内的十种不同模型。通过调整奖励格式和控制查询难度等设计策略，研究团队在推理准确性和响应长度方面取得了显著提升。观察到不同模型在训练过程中表现出独特的动态，特别是“顿悟时刻”的出现，这在小模型中首次得到验证。为促进后续研究，研究者们开源了相关代码、模型和分析工具。,17
"OmnimatteZero: Training-free Real-time Omnimatte with Pre-trained Video
  Diffusion Models",OmnimatteZero：基于预训练视频扩散模型的无训练实时Omnimatte,Diffusion Model,Other,https://arxiv.org/pdf/2503.18033,https://huggingface.co/papers/2503.18033,本文提出了OmnimatteZero，一种基于预训练视频扩散模型的无训练实时视频分层方法，旨在高效地将视频分解为背景和个体对象层，包括其阴影和反射等效果。与现有方法不同，OmnimatteZero无需进行模型训练或复杂优化，能够在仅0.04秒/帧的速度下实现对象移除、层提取及无缝合成。通过适应零-shot图像修复技术并利用自注意力图，OmnimatteZero显著提高了背景重建的质量，并在效率上创下新纪录，展现了其在视频编辑领域的潜力。,17
"TaoAvatar: Real-Time Lifelike Full-Body Talking Avatars for Augmented
  Reality via 3D Gaussian Splatting",TaoAvatar：通过3D高斯点云实现增强现实中的实时逼真全身对话虚拟人,Embodied AI,Alibaba,https://arxiv.org/pdf/2503.17032,https://huggingface.co/papers/2503.17032,TaoAvatar是一种基于3D高斯点云技术的实时全身逼真虚拟人像，旨在增强现实（AR）应用中的表现力。该系统通过创建个性化的服装人类参数模板，结合轻量级的多层感知器（MLP）网络，成功实现了高保真的面部表情和身体动作控制。TaoAvatar在不同设备上均可实现90帧每秒的实时渲染，特别适用于移动设备如Apple Vision Pro。通过克服现有方法在细节和实时性方面的局限，TaoAvatar为电商直播和全息通信等领域提供了新的可能性。,13
LEMMA: Learning from Errors for MatheMatical Advancement in LLMs,LEMMA：从错误中学习以促进大语言模型的数学进步,LLM,"Shanghai AI Lab, THU",https://arxiv.org/pdf/2503.17439,https://huggingface.co/papers/2503.17439,本文提出了一种新方法LEMMA（Learning from Errors for Mathematical Advancement），旨在提升大语言模型（LLMs）在数学问题解决中的推理能力。与传统方法主要关注正确训练数据不同，LEMMA强调利用错误数据的价值。该方法通过构建包含错误步骤的错误解和与正确解的反思连接的数据集进行微调。通过系统分析模型生成的错误类型，LEMMA引入了一种基于错误类型的增强方法，帮助模型在生成过程中自我纠正错误。实验结果表明，LEMMA在性能上显著优于现有的强基线，展示了从错误中学习的潜力。,12
Judge Anything: MLLM as a Judge Across Any Modality,评判任何事物：多模态大语言模型作为跨任何模态的评判者,Multimodal LLM,Other,https://arxiv.org/pdf/2503.17489,https://huggingface.co/papers/2503.17489,本文提出了利用多模态大语言模型（MLLMs）作为自动评判者的框架，以评估其在多模态理解（MMU）和生成（MMG）任务中的表现。研究引入了两个基准：TaskAnything和JudgeAnything，分别用于评估MLLM的整体性能和判断能力。实验结果显示，尽管MLLM在MMU任务中表现较好（平均66.55%的配对比较准确率），但在MMG任务中存在显著挑战（平均53.37%），暴露了跨模态偏差和幻觉问题。为此，本文还提出了OmniArena，一个用于评估多模态模型的平台，强调了公平评估协议和与人类偏好的更强对齐的必要性。,12
"MathFlow: Enhancing the Perceptual Flow of MLLMs for Visual Mathematical
  Problems",MathFlow：增强多模态大语言模型在视觉数学问题中的感知流,Multimodal LLM,THU,https://arxiv.org/pdf/2503.16549,https://huggingface.co/papers/2503.16549,本论文提出了MathFlow，一个旨在提升多模态大型语言模型（MLLMs）在视觉数学问题解决中的感知能力的模块化问题解决管道。研究表明，现有MLLMs在提取图表中的关键信息和进行复杂推理方面存在显著局限。为此，作者开发了FlowVerse基准，系统性地评估问题解决中的信息提取过程。MathFlow通过将感知和推理阶段分离，优化了每个阶段的性能，并训练了专门的感知模型MathFlow-P-7B。实验结果显示，该模型在与多种推理框架结合时表现出显著的性能提升，验证了MathFlow的有效性和适用性。,11
Training-free Diffusion Acceleration with Bottleneck Sampling,无训练扩散加速与瓶颈采样,Diffusion Model,"PKU, ByteDance",https://arxiv.org/pdf/2503.18940,https://huggingface.co/papers/2503.18940,本论文提出了一种名为“瓶颈采样”的训练无关框架，旨在加速扩散模型的推理过程，同时保持输出质量。传统扩散模型在推理时面临高计算成本，主要源于自注意力机制的平方复杂度。通过利用低分辨率的先验信息，瓶颈采样在初始和最终阶段进行高分辨率去噪，而在中间步骤则使用较低分辨率，从而显著降低计算负担。实验结果表明，该方法在图像生成中可加速推理达3倍，在视频生成中可加速2.5倍，且输出质量与标准全分辨率采样相当。这为扩散模型的高效应用提供了新的思路。,11
Equivariant Image Modeling,等变图像建模,Diffusion Model,Tencent,https://arxiv.org/pdf/2503.18948,https://huggingface.co/papers/2503.18948,本文提出了一种新颖的等变图像建模框架，旨在解决当前生成模型在多任务优化中出现的内在冲突。通过利用自然视觉信号的平移不变性，我们的方法引入了列式标记化和窗口因果注意机制，增强了任务间的一致性。评估结果显示，在256x256分辨率的类条件ImageNet生成任务中，该框架的性能与最先进的自回归模型相当，但计算资源消耗更低。系统分析表明，增强的等变性显著减少了任务间的冲突，提升了零-shot泛化能力，并支持超长图像合成。这项工作为生成建模中的任务对齐分解奠定了基础，提供了高效参数共享和无冲突优化的新思路。,11
CFG-Zero*: Improved Classifier-Free Guidance for Flow Matching Models,CFG-Zero*: 改进的无分类器引导用于流匹配模型,Diffusion Model,Other,https://arxiv.org/pdf/2503.18886,https://huggingface.co/papers/2503.18886,本文提出了CFG-Zero*，一种改进的无分类器引导技术，用于提升流匹配模型的图像生成质量。研究发现，在训练初期，传统的无分类器引导（CFG）会因流估计不准确而引导样本朝向错误的轨迹。为此，CFG-Zero*通过优化标量以纠正估计误差，并在常微分方程求解的前几步中进行零初始化，从而提高引导效果。实验结果表明，CFG-Zero*在文本到图像和文本到视频生成任务中均优于传统CFG，证明了其在流匹配模型中的有效性。,10
Enabling Versatile Controls for Video Diffusion Models,为视频扩散模型启用多样化控制,Diffusion Model,Other,https://arxiv.org/pdf/2503.16983,https://huggingface.co/papers/2503.16983,本论文提出了VCtrl（或称PP-VCtrl），一个新框架，旨在增强视频扩散模型的控制能力，特别是在生成视频时对细粒度时空属性的精确控制。VCtrl通过一个通用的条件模块，将用户指定的控制信号（如Canny边缘、分割掩码和人体关键点）整合进预训练的视频扩散模型，而无需修改生成器本身。此外，论文设计了一个统一的控制信号编码管道和稀疏残差连接机制，以高效地整合控制表示。实验和人类评估表明，VCtrl显著提升了生成视频的可控性和质量，相关代码和预训练模型已公开。,9
Single Image Iterative Subject-driven Generation and Editing,单图像迭代主体驱动生成与编辑,Other,Other,https://arxiv.org/pdf/2503.16025,https://huggingface.co/papers/2503.16025,本文提出了一种名为SISO的新方法，旨在从单张图像中实现个性化的图像生成和编辑，而无需进行训练。传统方法在仅有少量图像时往往效果不佳，容易导致图像质量下降。SISO通过迭代生成图像并优化与输入图像的相似度，直至达到满意的相似水平，允许与任何图像生成器进行灵活集成。实验表明，SISO在图像质量、主体保真度和背景保留方面显著优于现有方法，展示了其在个性化图像处理领域的潜力。,9
"FastCuRL: Curriculum Reinforcement Learning with Progressive Context
  Extension for Efficient Training R1-like Reasoning Models",FastCuRL：具有渐进上下文扩展的课程强化学习方法，用于高效训练R1类推理模型,LLM,Tencent,https://arxiv.org/pdf/2503.17287,https://huggingface.co/papers/2503.17287,本文提出了FastCuRL，一种高效的课程强化学习方法，旨在加速R1类推理模型的训练效率，并提升其在复杂推理任务中的表现。FastCuRL通过长度感知的数据分割和逐步扩展的上下文窗口训练两个主要步骤来实现这一目标。实验结果显示，FastCuRL-1.5B-Preview在五个数据集上均优于DeepScaleR-1.5B-Preview，并且训练步骤仅使用50%。此外，所有训练阶段均可在单个节点和8个GPU上完成，体现了其高效性和实用性。,8
"ETVA: Evaluation of Text-to-Video Alignment via Fine-grained Question
  Generation and Answering",ETVA：通过细粒度问题生成和回答评估文本与视频的对齐,Multimodal LLM,Other,https://arxiv.org/pdf/2503.16867,https://huggingface.co/papers/2503.16867,本论文提出了一种新颖的文本与视频对齐评估方法ETVA，旨在解决现有文本到视频生成（T2V）中对齐评估的不足。ETVA通过生成细粒度问题并进行回答，利用多代理系统解析文本提示并生成原子问题，同时设计了知识增强的多阶段推理框架来回答这些问题。实验结果表明，ETVA与人类判断的相关性显著高于现有指标，Spearman相关系数达到58.47。论文还构建了一个涵盖2000个多样化提示和12000个原子问题的全面基准，系统评估了15种现有T2V模型的能力和局限性，为未来的T2V生成提供了重要参考。,8
FFN Fusion: Rethinking Sequential Computation in Large Language Models,FFN融合：重新思考大语言模型中的顺序计算,LLM,Other,https://arxiv.org/pdf/2503.18908,https://huggingface.co/papers/2503.18908,本文提出了一种名为FFN Fusion的架构优化技术，通过识别和利用并行计算的机会，显著减少大型语言模型中的顺序计算。研究发现，在去除特定注意力层后，前馈网络（FFN）层的序列可以以较小的准确性影响进行并行化。通过将这些序列转化为并行操作，该方法在保持模型性能的同时，显著降低了推理延迟。应用于Llama-3.1-405B-Instruct后，研究团队开发了Llama-Nemotron-Ultra-253B-Base模型，实现了1.71倍的推理速度提升和35倍的每token成本降低。FFN Fusion在更大模型中表现更佳，并为神经架构设计开辟了新方向。,8
AgentRxiv: Towards Collaborative Autonomous Research,AgentRxiv：迈向协作自主研究,Agent,Other,https://arxiv.org/pdf/2503.18102,https://huggingface.co/papers/2503.18102,论文介绍了AgentRxiv，一个新框架，旨在促进自主研究的协作。通过允许大型语言模型（LLM）代理实验室上传和共享研究报告，AgentRxiv使得不同实验室能够共同进步，互相借鉴和改进研究成果。研究表明，拥有先前研究访问权限的代理在性能上显著优于孤立工作的代理（MATH-500基准相对提升11.4%）。多个实验室的协作进一步提高了整体准确性（相对提升13.7%）。这些发现表明，自主代理在未来的AI系统设计中可能发挥重要作用，促进科学发现的加速。,8
"Vision-R1: Evolving Human-Free Alignment in Large Vision-Language Models
  via Vision-Guided Reinforcement Learning",Vision-R1：通过视觉引导的强化学习演化人类无关的对齐在大型视觉语言模型中,Multimodal LLM,Other,https://arxiv.org/pdf/2503.18013,https://huggingface.co/papers/2503.18013,本文提出了Vision-R1，一种新颖的视觉引导强化学习算法，旨在提升大规模视觉语言模型（LVLMs）的性能。与传统方法不同，Vision-R1通过明确的视觉反馈进行奖励，避免了对高质量人类标注偏好数据和复杂奖励模型的依赖。该算法利用精心策划的指令数据，并引入多维反馈的标准驱动奖励函数，以全面评估模型的输出。此外，论文还提出了动态调整奖励标准的逐步规则优化策略，以促进模型的持续改进。实验结果表明，使用Vision-R1对7B LVLM进行微调可实现高达50%的性能提升，超越了当前最先进的10倍规模模型。,8
"From Head to Tail: Towards Balanced Representation in Large
  Vision-Language Models through Adaptive Data Calibration",从头到尾：通过自适应数据校准实现大型视觉语言模型的平衡表示,Multimodal LLM,Shanghai AI Lab,https://arxiv.org/pdf/2503.12821,https://huggingface.co/papers/2503.12821,这篇论文探讨了大型视觉语言模型（LVLMs）在训练数据中面临的长尾问题，即数据分布不均衡，导致某些概念过度代表而其他概念不足。作者提出了一种自适应数据校准框架（ADR），包括数据重平衡和数据合成两个阶段，以解决这一问题。在数据重平衡阶段，研究者根据实体分布自适应调整冗余数据；在数据合成阶段，利用去噪扩散概率模型（DDPMs）补充稀缺图像。通过在多个基准测试中的评估，ADR有效改善了LVLM的表现，提高了LLaVA 1.5模型的平均性能4.36%，且未增加训练数据量。,7
"Video SimpleQA: Towards Factuality Evaluation in Large Video Language
  Models",Video SimpleQA：面向大型视频语言模型的事实性评估,Multimodal LLM,"Alibaba, PKU",https://arxiv.org/pdf/2503.18923,https://huggingface.co/papers/2503.18923,本论文提出了Video SimpleQA，这是首个专门针对大型视频语言模型（LVLMs）进行事实性评估的综合基准。Video SimpleQA的创新之处在于要求整合视频外部知识、提出客观的事实性问题、提供明确简洁的答案，并经过外部来源验证。通过对41种先进LVLMs的评估，研究发现现有模型在事实遵循方面存在显著不足，尤其是开源模型，最佳模型的F-score仅为54.4%。此外，测试时计算方法的改进未能显著提升性能，而检索增强生成方法则在效率与性能之间存在权衡。这项研究为提高LVLMs的事实性提供了重要的基准和洞见。,7
"MagicComp: Training-free Dual-Phase Refinement for Compositional Video
  Generation",MagicComp：无训练的双阶段精炼用于组合视频生成,Diffusion Model,"PKU, THU",https://arxiv.org/pdf/2503.14428,https://huggingface.co/papers/2503.14428,本文提出了MagicComp，一种无训练的双阶段精炼方法，旨在改善文本到视频生成中的组合表现。MagicComp通过两个核心模块来解决现有方法在属性绑定、空间关系和复杂动作交互方面的不足。在条件阶段，采用语义锚点消歧技术强化特定语义并解决主体间的模糊性；在去噪阶段，通过动态布局融合注意力灵活绑定主体与其时空区域。实验结果表明，MagicComp在多个基准测试中表现优于现有最先进方法，展现了其在复杂提示和轨迹可控视频生成中的应用潜力。,7
Defeating Prompt Injections by Design,通过设计击败提示注入攻击,Agent,"Google, DeepMind",https://arxiv.org/pdf/2503.18813,https://huggingface.co/papers/2503.18813,本文提出了一种名为CaMeL的新型防御机制，以保护大型语言模型（LLMs）免受提示注入攻击。CaMeL通过在LLM周围创建一个保护层，确保即使在处理不可信数据时，程序的控制和数据流也不会受到影响。该系统利用能力概念，防止私密数据通过未授权的数据流泄露。研究表明，CaMeL在AgentDojo基准测试中成功解决了67%的任务，展示了其在增强LLM安全性方面的有效性。这一方法为LLM的安全防护提供了新的思路，结合了传统软件安全概念。,7
PVChat: Personalized Video Chat with One-Shot Learning,PVChat：基于一次性学习的个性化视频聊天,Multimodal LLM,Other,https://arxiv.org/pdf/2503.17069,https://huggingface.co/papers/2503.17069,本文提出了PVChat，一种基于一-shot学习的个性化视频聊天框架，旨在解决视频大语言模型在身份感知理解方面的不足。PVChat能够从单个视频中实现针对特定对象的问答，适用于智能医疗和家庭环境。该方法利用增强的Mixture-of-Heads（MoH）模型，通过合成增强的视频问答数据集进行训练，并引入了自动化的数据增强管道以生成多样化的训练样本。研究还提出了ReLU Routing MoH注意机制和两项新目标，以改善个性化学习效果。实验结果表明，PVChat在多个数据集上表现优于现有的ViLLMs，展示了其在个性化特征理解中的优势。,6
"When Preferences Diverge: Aligning Diffusion Models with Minority-Aware
  Adaptive DPO",当偏好分歧时：与少数群体意识的自适应DPO对齐扩散模型,Diffusion Model,Tencent,https://arxiv.org/pdf/2503.16921,https://huggingface.co/papers/2503.16921,本论文探讨了在图像生成中，如何通过适应性DPO（Adaptive-DPO）方法解决偏好数据中的少数样本问题。研究表明，少数样本对扩散模型的性能有负面影响，因此提出了一种新颖的DPO目标，结合了对少数样本的关注，利用标注者间的一致性和信心度来优化模型学习。通过实验验证，该方法能够有效处理合成和真实世界的偏好数据，从而提升图像生成任务的训练效果。这为更好地对齐模型与人类偏好提供了新的思路。,6
A Comprehensive Survey on Long Context Language Modeling,关于长上下文语言建模的综合调查,LLM,"PKU, Alibaba, ByteDance, Tencent",https://arxiv.org/pdf/2503.17407,https://huggingface.co/papers/2503.17407,本论文对长文本语言模型（LCLMs）进行了全面的调查，探讨了在自然语言处理领域中高效处理长上下文的重要性。文章围绕三个关键方面展开：如何构建有效的LCLMs、如何高效地训练和部署这些模型，以及如何全面评估和分析它们。作者讨论了数据策略、架构设计和训练基础设施等内容，并提出了长文本理解和生成的评估标准。此外，论文还探讨了LCLMs的多种应用场景和未来发展方向，旨在为研究人员和工程师提供最新的参考资料。,6
Implicit Bias-Like Patterns in Reasoning Models,推理模型中的隐性偏见模式,LLM,Other,https://arxiv.org/pdf/2503.11572,https://huggingface.co/papers/2503.11572,本研究探讨了大型语言模型（LLMs）中存在的隐性偏见类模式，提出了一种名为推理模型隐性联想测试（RM-IAT）的方法，以分析模型在处理信息时的表现。研究发现，当处理与已有关联不符的信息时，推理模型需要更多的标记，这表明AI系统在信息处理上表现出类似于人类隐性偏见的模式。这一发现对AI在实际应用中的部署具有重要意义，提示我们在设计和使用这些系统时需考虑潜在的偏见影响。,6
GAEA: A Geolocation Aware Conversational Model,GAEA：一种地理位置感知的对话模型,Multimodal LLM,Other,https://arxiv.org/pdf/2503.16423,https://huggingface.co/papers/2503.16423,本文提出了一种新的对话模型GAEA，旨在解决传统图像地理定位模型仅能提供GPS坐标而缺乏用户交互能力的问题。GAEA不仅能识别图像位置，还能与用户进行对话，提供更深入的地理信息。为支持该模型的训练，研究团队构建了GAEA-1.6M数据集，包含80万张图像和160万对问答，利用OpenStreetMap的属性和地理线索。通过与11种先进的多模态模型进行比较，GAEA在地理定位任务上显著超越了最佳开源模型和最佳商业模型，展示了其在特定应用中的优势。,5
"Generalized Few-shot 3D Point Cloud Segmentation with Vision-Language
  Model",基于视觉-语言模型的广义少样本3D点云分割,Multimodal LLM,Other,https://arxiv.org/pdf/2503.16282,https://huggingface.co/papers/2503.16282,本论文提出了一种新的框架GFS-VL，用于解决广义少样本3D点云分割（GFS-PCS）问题。该框架结合了3D视觉语言模型（3D VLMs）提供的丰富但嘈杂的伪标签与稀疏的少样本数据，通过原型引导的伪标签选择和自适应填充策略，优化了标签的准确性。此外，论文还引入了一种新颖的基础混合策略，以增强新类学习的上下文信息。为了评估模型的泛化能力，研究者们还创建了两个具有多样化新类的基准测试。实验结果表明，GFS-VL在多个模型和数据集上表现出色，为GFS-PCS的实际应用奠定了坚实基础。,5
"Typed-RAG: Type-aware Multi-Aspect Decomposition for Non-Factoid
  Question Answering",Typed-RAG：面向非事实类问题回答的类型感知多方面分解,LLM,Other,https://arxiv.org/pdf/2503.15879,https://huggingface.co/papers/2503.15879,本文提出了Typed-RAG，一个针对非事实性问答（NFQA）的类型感知多方面分解框架，旨在解决传统问答系统在处理开放式问题时的不足。NFQA涉及多种意图和复杂的推理需求，Typed-RAG通过将NFQ分类为不同类型（如辩论、经验和比较），并对问题进行方面分解，从而优化信息检索和生成策略。该方法将多方面问题拆分为单方面子查询，聚合结果以生成更具信息性和相关性的回答。实验结果表明，Typed-RAG在基准数据集Wiki-NFQA上的表现优于现有方法，强调了类型感知分解在NFQA中的重要性。,5
Reasoning to Learn from Latent Thoughts,从潜在思维中学习的推理,LLM,Other,https://arxiv.org/pdf/2503.18866,https://huggingface.co/papers/2503.18866,本论文提出了一种新方法，通过显式建模和推断文本生成过程中的潜在思维，来提高语言模型预训练的数据效率。研究表明，潜在思维包含重要的上下文知识和推理步骤，能够有效提升数据利用率。实验结果表明，使用合成数据推断潜在思维显著提高了在数学任务上的表现（准确率从5.7%提升至25.4%）。此外，模型通过自我引导的期望最大化算法反复迭代提升性能，显示出在数据受限情况下的新机会。这一方法为语言模型的预训练提供了新的思路，旨在克服数据瓶颈问题。,5
Can Large Vision Language Models Read Maps Like a Human?,大型视觉语言模型能像人类一样阅读地图吗？,Multimodal LLM,Other,https://arxiv.org/pdf/2503.14607,https://huggingface.co/papers/2503.14607,本文介绍了MapBench，这是首个专为人类可读的像素基础地图导航设计的数据集，包含来自100张多样地图的1600多个路径规划问题。研究评估了大型视觉语言模型（LVLM）在给定地图图像和起止地标查询时生成语言导航指令的能力。MapBench提供了地图空间场景图（MSSG）作为索引结构，以转换自然语言并评估LVLM的结果。实验表明，MapBench对现有LVLM在零-shot提示和链式思维推理框架下构成了显著挑战，揭示了其在空间推理和结构化决策能力方面的局限性。所有代码和数据集已在公开平台上发布。,4
"AlphaSpace: Enabling Robotic Actions through Semantic Tokenization and
  Symbolic Reasoning",AlphaSpace：通过语义标记化和符号推理实现机器人动作,LLM,Other,https://arxiv.org/pdf/2503.18769,https://huggingface.co/papers/2503.18769,本文介绍了AlphaSpace，一种新颖的方法，旨在提升大型语言模型（LLMs）在3D空间导航中的空间推理能力。AlphaSpace采用层次化的语义标记策略，通过结构化标记编码对象的属性、位置和高度信息，从而实现精确的空间推理，无需依赖传统的视觉嵌入。实验结果表明，AlphaSpace在操作任务中的表现显著优于现有模型，准确率达到66.67%，而GPT-4o和Claude 3.5 Sonnet的准确率分别为37.5%和29.17%。这一方法为机器人操作提供了更强的支持，推动了LLMs在复杂环境中的应用。,3
