标题,中文标题,领域分类,研究机构,PDF链接,论文链接,简明摘要,Upvote数
"Latent Space Super-Resolution for Higher-Resolution Image Generation
  with Diffusion Models",基于潜在空间超分辨率的扩散模型高分辨率图像生成,Diffusion Model,Other,https://arxiv.org/pdf/2503.18446,https://huggingface.co/papers/2503.18446,本论文提出了一种新颖的框架LSRNA，用于超高分辨率图像生成，特别是超过1K的分辨率，基于扩散模型。现有的扩散模型在超出训练分辨率时常出现结构扭曲和内容重复的问题。LSRNA通过在潜在空间中直接进行超分辨率处理，结合潜在空间超分辨率（LSR）与区域噪声添加（RNA），有效解决了现有方法的不足。实验结果表明，LSRNA在多个分辨率和评估指标上均优于最先进的参考基方法，显著提升了图像的细节和清晰度，同时加快了生成速度。,4
"ReSearch: Learning to Reason with Search for LLMs via Reinforcement
  Learning",ReSearch：通过强化学习学习与搜索进行推理的LLMs,LLM,Other,https://arxiv.org/pdf/2503.19470,https://huggingface.co/papers/2503.19470,本文提出了ReSearch，一个通过强化学习训练大型语言模型（LLMs）进行搜索推理的新框架。该方法将搜索操作视为推理链的重要组成部分，允许模型在没有监督数据的情况下，灵活地决定何时及如何进行搜索，并利用搜索结果进行进一步推理。我们在Qwen2.5模型上进行训练和实验，尽管仅使用一个数据集，模型在多个基准测试中表现出强大的泛化能力。分析表明，ReSearch能够自然引发模型的高级推理能力，如反思和自我纠正，推动了LLMs在复杂多步问题解决中的应用。,4
LookAhead Tuning: Safer Language Models via Partial Answer Previews,LookAhead Tuning：通过部分答案预览实现更安全的语言模型,LLM,Other,https://arxiv.org/pdf/2503.19041,https://huggingface.co/papers/2503.19041,本论文提出了一种新方法——LookAhead Tuning，以解决大型语言模型（LLMs）在特定领域微调过程中安全性下降的问题。该方法通过预览部分答案前缀，采用两种简单且低资源的数据驱动技术，旨在保持模型的安全机制，减少对初始标记分布的扰动。实验表明，LookAhead Tuning能够有效维护模型安全性，同时不影响下游任务的性能。研究成果为安全且高效的LLMs适应提供了一种可靠的解决方案。代码已在GitHub上发布。,3
CODA: Repurposing Continuous VAEs for Discrete Tokenization,CODA：将连续变分自编码器重新用于离散标记化,Other,THU,https://arxiv.org/pdf/2503.17760,https://huggingface.co/papers/2503.17760,论文提出了CODA（COntinuous-to-Discrete Adaptation）框架，旨在改进离散视觉标记器的训练过程。传统的离散标记器通常同时进行压缩和离散化，导致训练不稳定和重构质量低下。CODA通过将现有的连续变分自编码器（VAE）转变为离散标记器，成功地将这两项任务解耦，从而确保了稳定高效的训练，并保持了高视觉保真度。实验证明，CODA在训练预算上比标准VQGAN节省了六倍，且在ImageNet数据集上实现了100%的代码库利用率和优异的重构FID值，展示了其在视觉生成领域的潜力。,2
Frequency Dynamic Convolution for Dense Image Prediction,频率动态卷积用于密集图像预测,Other,Other,https://arxiv.org/pdf/2503.18783,https://huggingface.co/papers/2503.18783,本论文提出了一种新颖的频率动态卷积（FDConv）方法，以克服传统动态卷积在参数成本和适应性方面的局限。FDConv通过在傅里叶域中学习固定的参数预算，并将其划分为频率基础组，实现了频率多样化的权重构建，而无需增加参数量。为进一步增强适应性，论文引入了核空间调制（KSM）和频带调制（FBM）。在对象检测、分割和分类等任务上的广泛实验表明，FDConv在ResNet-50上实现了优越的性能，参数增加仅为3.6M，显著优于其他方法。FDConv能够与多种架构无缝集成，为现代视觉任务提供了灵活高效的解决方案。,2
"When Words Outperform Vision: VLMs Can Self-Improve Via Text-Only
  Training For Human-Centered Decision Making",当文字超越视觉：VLM可以通过仅文本训练自我提升以进行以人为中心的决策,Multimodal LLM,Other,https://arxiv.org/pdf/2503.16965,https://huggingface.co/papers/2503.16965,本研究探讨了视觉语言模型（VLMs）在以人为中心的决策中的表现，发现仅使用文本描述的语言模型（LLMs）在复杂决策任务中意外优于处理图像的VLMs。为了解决VLMs的局限性，提出了一种新颖的文本-only训练方法，利用合成文本数据增强其语言能力，并在多模态推理中转移这些能力。这一方法无需昂贵的图像-文本配对数据，且VLMs通过自我改进可以显著提升性能，使用来自LLMs生成的训练数据，而非依赖像GPT-4这样的更大模型。研究为优化VLMs的人本决策能力提供了高效且可扩展的新路径。,2
"Instruct-CLIP: Improving Instruction-Guided Image Editing with Automated
  Data Refinement Using Contrastive Learning",Instruct-CLIP：通过对比学习自动数据精炼改善指令引导的图像编辑,Diffusion Model,Other,https://arxiv.org/pdf/2503.18406,https://huggingface.co/papers/2503.18406,本文提出了Instruct-CLIP，一种自监督方法，旨在改善基于指令的图像编辑质量。传统方法依赖文本到图像生成模型生成的图像对，但这些图像往往无法准确反映编辑指令，导致训练数据质量低下。Instruct-CLIP通过学习原始图像与编辑图像之间的语义变化，优化现有数据集的指令对齐。此外，该方法适用于处理噪声潜在图像和扩散步骤，从而在潜在扩散模型中有效执行指令与图像变化的对齐。通过修正InstructPix2Pix数据集，生成超过12万条精炼样本，显著提升了模型的编辑准确性。,1
Mind with Eyes: from Language Reasoning to Multimodal Reasoning,用眼睛思考：从语言推理到多模态推理,Multimodal LLM,Other,https://arxiv.org/pdf/2503.18071,https://huggingface.co/papers/2503.18071,这篇论文探讨了多模态推理的最新进展，指出其在实现更全面的人类认知能力中的重要性。研究将多模态推理分为语言中心和协作两大类，前者强调视觉在语言推理中的辅助角色，后者则关注动态交互和行动生成。文章分析了这些方法的技术演变与挑战，并介绍了评估多模态推理性能的基准任务和指标。最后，作者提出了未来研究方向，包括从视觉-语言推理到全模态推理的转变，以及向多模态智能体的演进。这项调查为多模态推理研究提供了系统性概述，旨在激励进一步的探索。,1
Revisiting Image Fusion for Multi-Illuminant White-Balance Correction,重新审视多光源白平衡校正的图像融合,Other,Other,https://arxiv.org/pdf/2503.14774,https://huggingface.co/papers/2503.14774,"这篇论文探讨了在多光源场景中进行白平衡校正的挑战，并提出了一种新的解决方案。作者指出，现有的基于融合的方法在处理多光源时效果不佳，且缺乏专门的多光源数据集。为此，研究者们开发了一种高效的基于变换器的模型，能够更好地捕捉不同白平衡预设之间的空间依赖关系，从而显著提升了校正效果。此外，他们还构建了一个包含超过16,000张图像的大规模多光源数据集。实验结果表明，该方法在新数据集上相比现有技术实现了高达100%的性能提升。",1
Rethinking Image Evaluation in Super-Resolution,重新思考超分辨率中的图像评估,Other,Other,https://arxiv.org/pdf/2503.13074,https://huggingface.co/papers/2503.13074,本论文探讨了现有图像超分辨率（SR）评估中存在的偏差，特别是地面真相（GT）图像的质量对评估结果的影响。研究表明，现有SR数据集中GT图像的质量并不总是可靠，可能导致对模型性能的误判。通过分析七种先进SR模型在三个实际数据集上的表现，论文发现低质量的GT会影响模型评估结果。为了解决这一问题，作者提出了一种新的感知质量指标——相对质量指数（RQI），能够更准确地反映图像对比的质量差异。此研究为SR领域的未来数据集、模型和评估标准的改进提供了重要见解。,1
"Gumbel-Softmax Flow Matching with Straight-Through Guidance for
  Controllable Biological Sequence Generation",基于直通指导的Gumbel-Softmax流匹配用于可控生物序列生成,Other,Other,https://arxiv.org/pdf/2503.17361,https://huggingface.co/papers/2503.17361,本文提出了一种新的生成框架——Gumbel-Softmax Flow和Score Matching，旨在解决高维简单形状中生物序列生成的挑战。通过引入一种时间依赖的Gumbel-Softmax插值，该框架能够有效地从平滑的分类分布转变为集中于单一顶点的分布，从而实现高质量和多样性的序列生成。此外，作者提出了Straight-Through Guided Flows（STGFlow）方法，利用预训练分类器在推理时提供指导，进一步提高生成效率。该方法在条件DNA启动子设计、序列蛋白生成和靶向肽设计等应用中表现出色，展示了其在新型生物序列生成中的潜在价值。,1
Strong Baseline: Multi-UAV Tracking via YOLOv12 with BoT-SORT-ReID,强基线：基于YOLOv12和BoT-SORT-ReID的多无人机跟踪,Other,Other,https://arxiv.org/pdf/2503.17237,https://huggingface.co/papers/2503.17237,本论文提出了一种新颖的多无人机（UAV）跟踪方法，专注于热红外视频中的目标检测和追踪。与以往使用YOLOv5和DeepSORT的方案不同，我们基于YOLOv12和BoT-SORT构建了一个跟踪框架，并采用了定制的训练和推理策略。通过在第四届反无人机挑战赛的评估指标上进行测试，我们的方案展示了竞争力的性能，且无需采用对比度增强或时间信息融合来丰富UAV特征，确立了其作为多UAV跟踪任务的“强基线”地位。论文还提供了实现细节和实验分析，代码可在GitHub上获取。,1
"LPOSS: Label Propagation Over Patches and Pixels for Open-vocabulary
  Semantic Segmentation",LPOSS：基于补丁和像素的标签传播用于开放词汇语义分割,Multimodal LLM,Other,https://arxiv.org/pdf/2503.19777,https://huggingface.co/papers/2503.19777,本文提出了一种名为LPOSS+的无训练方法，用于开放词汇语义分割，利用视觉与语言模型（VLMs）进行图像分割。该方法通过标签传播优化初始的每个图块预测，结合图块之间的关系，克服了VLM在局部相似性捕捉上的局限性。为提高分割精度，尤其在类别边界附近，LPOSS+在像素级别进行标签传播，避免了基于窗口的处理，从而更好地捕捉全图的上下文交互。实验结果显示，LPOSS+在多种数据集上实现了无训练方法中的最先进性能，具有广泛的应用潜力。,1
"Overcoming Vocabulary Mismatch: Vocabulary-agnostic Teacher Guided
  Language Modeling",克服词汇不匹配：无词汇依赖的教师指导语言建模,LLM,Other,https://arxiv.org/pdf/2503.19123,https://huggingface.co/papers/2503.19123,本文提出了一种新方法——词汇无关教师引导语言建模（VocAgnoLM），旨在解决教师模型与学生模型之间的词汇不匹配问题。通过两种关键技术：1）词级词汇对齐，能够跨越不同词汇对齐标记序列；2）教师引导损失，利用教师模型的损失来有效指导学生训练。实验表明，VocAgnoLM在使用不同词汇的7B教师模型对1B学生模型进行语言建模时，显著提升了性能，尤其是在词汇重叠仅为6%的情况下，性能提高了46%。该方法为应对语言建模中的词汇不匹配提供了有效解决方案。,1
Human Motion Unlearning,人类运动遗忘,Diffusion Model,Other,https://arxiv.org/pdf/2503.18674,https://huggingface.co/papers/2503.18674,本文提出了“人类运动去学习”的任务，旨在防止合成有害动画，同时保持文本到运动的生成性能。由于有害动作可以通过明确文本提示或安全动作的隐含组合生成，去学习这些动作面临挑战。研究者们建立了首个运动去学习基准，通过过滤HumanML3D和Motion-X数据集中的有害动作，并提出了基于潜在代码替换（LCR）的新模型。LCR是一种无训练的简单方法，适用于现代文本到运动扩散模型的离散潜在空间，且在定性和定量评估中均优于现有基线。这项研究为生成模型的安全性和伦理性提供了新的解决方案。,0
Global-Local Tree Search for Language Guided 3D Scene Generation,基于语言引导的3D场景生成的全局-局部树搜索,Multimodal LLM,Other,https://arxiv.org/pdf/2503.18476,https://huggingface.co/papers/2503.18476,本文提出了一种新的全球-局部树搜索算法，用于基于大型视觉-语言模型（VLM）生成3D室内场景。该方法将场景生成视为一个规划问题，考虑空间和布局的常识约束。通过分层分解场景结构，算法有效地生成不同区域的地面物体和支持物体，并将每个物体的放置任务分解为多个步骤。利用离散化的表情符号网格，VLM能够为物体提供合理的位置。实验结果表明，该方法在生成更可信的3D场景方面优于现有技术，展示了其在室内设计、3D游戏和虚拟现实等领域的应用潜力。,0
"QuartDepth: Post-Training Quantization for Real-Time Depth Estimation on
  the Edge",QuartDepth：用于边缘实时深度估计的后训练量化,Other,Other,https://arxiv.org/pdf/2503.16709,https://huggingface.co/papers/2503.16709,本文提出了QuartDepth，一种针对单目深度估计模型的后训练量化方法，旨在解决在资源有限的边缘设备（特别是ASICs）上部署高性能模型的挑战。QuartDepth通过将权重和激活量化为4位精度，显著降低了模型大小和计算成本。为减少性能下降，论文引入了激活抛光和补偿算法，以及权重重构方法。此外，设计了一种灵活的可编程硬件加速器，支持内核融合和定制指令，提升了吞吐量和效率。实验结果表明，该框架在ASIC上实现了竞争力的准确性、快速推理和更高的能效，推动了高性能深度估计在实际应用中的可行性。,0
Towards a Unified Copernicus Foundation Model for Earth Vision,迈向统一的哥白尼基础模型以实现地球视觉,Other,Other,https://arxiv.org/pdf/2503.11849,https://huggingface.co/papers/2503.11849,本论文提出了一种统一的Copernicus基础模型，以提升地球观测（EO）数据的利用效率。主要贡献包括：1) Copernicus-Pretrain，整合来自所有主要Copernicus Sentinel任务的1870万张对齐图像，涵盖地球表面至大气的广泛数据；2) Copernicus-FM，一个可处理多种传感器数据的基础模型，具备灵活的元数据编码能力；3) Copernicus-Bench，一个系统的评估基准，包含15个层次的下游任务。该研究显著提高了EO基础模型的可扩展性和多模态适应性，为连接EO、天气和气候研究开辟了新机遇。相关代码和数据集可在GitHub上获取。,0
"FRESA:Feedforward Reconstruction of Personalized Skinned Avatars from
  Few Images",FRESA：从少量图像中前馈重建个性化皮肤化身,Other,Meta,https://arxiv.org/pdf/2503.19207,https://huggingface.co/papers/2503.19207,本文提出了一种新颖的方法FRESA，能够从少量图片中快速重建个性化的3D人类头像，并实现逼真的动画效果。与现有方法需要长时间的每个对象优化不同，FRESA通过学习来自千余名穿衣人类的通用先验，实现了即时生成和零样本泛化。该方法联合推断个性化的头像形状、皮肤权重和姿态相关变形，显著提高了几何精度并减少了变形伪影。通过3D规范化过程和多帧特征聚合，FRESA能够有效处理姿态变化和细节重建。实验表明，该方法在重建和动画效果上优于现有技术，并可直接应用于随意拍摄的手机照片。,0
WikiAutoGen: Towards Multi-Modal Wikipedia-Style Article Generation,WikiAutoGen：面向多模态维基百科风格文章生成,Multimodal LLM,Other,https://arxiv.org/pdf/2503.19065,https://huggingface.co/papers/2503.19065,本文介绍了WikiAutoGen，一个新型的自动化多模态维基百科风格文章生成系统。与以往仅关注文本生成的方法不同，WikiAutoGen在生成内容时结合了相关图像，提升了信息的丰富性和视觉吸引力。为提高内容的准确性和全面性，系统引入了一种多视角自我反思机制，能够从不同角度评估检索到的信息。研究还提出了WikiSeek基准，旨在评估多模态知识生成的能力。实验结果表明，WikiAutoGen在WikiSeek基准上表现优于先前的方法，生成的文章在准确性、连贯性和视觉效果上均有所提升。,0
