公众号,发布时间,原标题,科技报告标题,摘要,领域分类,研究机构,行业大佬,URL
量子位,2025-03-31 12:35:51,中科大提出动作价值表征学习新方法，率先填补长期决策信息的缺失,中科大提出鲁棒动作价值表征学习方法ROUSER,中科大研究团队提出了一种新颖的鲁棒动作价值表征学习方法ROUSER，旨在解决视觉强化学习中长期决策信息缺失的问题。该方法基于信息瓶颈框架，通过最大化表征与动作价值之间的互信息来保留长期信息，同时最小化与状态-动作对的互信息以滤除无关特征。实验结果表明，ROUSER在12项任务中表现优于多种先进方法，显著提升了智能体的泛化能力。,Agent,Other,"杨睿, 王杰, 李斌",https://mp.weixin.qq.com/s/oue8WZkqkwTwR4uJTzuUMA
量子位,2025-03-31 12:35:51,量子位招聘 | DeepSeek帮我们改的招聘启事,量子位招聘启事,量子位发布招聘信息，寻找对AI大模型、具身智能、终端硬件及AI新媒体编辑感兴趣的全职原创作者。岗位面向社招和应届毕业生，工作地点为北京中关村。应聘者需具备相关领域的热情和能力，能够撰写深度文章并参与内容运营。量子位提供竞争力薪资、专业指导及良好的团队氛围，期待与志同道合的年轻人共同探索AI前沿科技。,Other,Other,None,https://mp.weixin.qq.com/s/cHdyoiWV6hcCaz_QQ9sFTw
量子位,2025-03-31 12:35:51,火热报名中 ‼️ 4月16日，就在北京，中国AIGC产业峰会等你来,中国AIGC产业峰会报名信息,本文介绍了即将在2025年4月16日在北京举行的中国AIGC产业峰会的报名情况。此次峰会旨在汇聚行业内的专家和从业者，探讨人工智能生成内容（AIGC）领域的最新发展和应用。文章强调了峰会的重要性，并鼓励感兴趣的人员积极报名参与。,Other,Other,None,https://mp.weixin.qq.com/s/OEswgdIqn4dqDaU3geItfg
量子位,2025-03-31 12:35:51,5.28亿融资砸向杭州具身智能公司，清华叉院机器人天才坐镇，被称为“中国版Figure”,千寻智能完成5.28亿元Pre-A轮融资，致力于具身智能技术发展,千寻智能（Spirit AI）近日宣布完成5.28亿元人Pre-A轮融资，成为具身智能领域的关注焦点。该公司成立于2024年，专注于通用人形机器人和具身大模型的研发，已完成多轮融资并与多家投资机构合作。千寻智能的技术进展包括自研的VLA Spirit v1和即将发布的商用级人形机器人Moz1，目标是推动具身智能在智能制造、物流和康养等领域的应用。创始团队包括来自清华大学和其他顶尖院校的专家，致力于推动行业发展。,Embodied AI,THU,"韩峰涛, 高阳",https://mp.weixin.qq.com/s/Cw-UfiCYfEaV3ebs59H_nA
量子位,2025-03-31 12:35:51,国产AI起号两周就开始自己赚钱了，全球首个“边想边干”的Agent | 免费无限次,智谱AI Agent实现自主内容创作与盈利,智谱推出的新功能“沉思”和“AutoGLM沉思”使AI Agent能够在短时间内自主生成内容并实现盈利。通过自主搜索和分析，Agent能够完成复杂任务，如行业分析和社交活动推荐，展现出深度思考与自主执行的能力。这一技术的突破标志着AI在内容创作领域的重大进展，提供了无限次免费使用的可能性，极大降低了用户的使用门槛。,Agent,Other,None,https://mp.weixin.qq.com/s/pik_gb463GqqQeSiiPI0bA
新智元,2025-03-31 12:29:10,杭州具身黑马再斩超5亿融资，伯克利系AI科学家领衔冲击万亿市场！,杭州千寻智能完成超5亿元融资，推动具身智能技术发展,杭州的千寻智能公司近日宣布完成5.28亿元的Pre-A轮融资，标志着其在具身智能领域的快速发展。该公司通过全流程叠衣技术和最新的Spirit v1 VLA模型，成功实现了复杂的物体操作任务。此次融资将用于进一步研发和团队建设，显示出资本市场对其技术实力的高度认可。千寻智能的进步不仅在于技术的突破，也在于其在具身智能领域的市场潜力。,Embodied AI,Other,None,https://mp.weixin.qq.com/s/HNVb0nfRIDlbM3mXiSdSKA
新智元,2025-03-31 12:29:10,Nature | 审稿人告急！学术期刊出奇招：250美元评审一篇论文？,学术期刊试行付费评审以提升效率,两家学术期刊的实验表明，给予审稿人250美元的报酬能够加快论文评审速度，同时不影响评审质量。然而，专家警告这种现金激励可能会改变科研生态，带来潜在隐患。随着AI相关论文数量激增，学术出版面临审稿人短缺和评审质量下降的问题。尽管付费评审在一定程度上提升了接受邀请的比例和评审速度，但其长期影响仍需进一步研究。,Other,Other,"Balazs Aczel, David Maslove, Alejandra Clark",https://mp.weixin.qq.com/s/R7GG1ftvOs_gAEV774tsxw
新智元,2025-03-31 12:29:10,一秒十图！英伟达MIT联手刷新SOTA，一步扩散解锁实时高质量可控图像生成,SANA-Sprint: 高效蒸馏扩散模型实现实时高质量图像生成,本文介绍了SANA-Sprint，一个由英伟达与MIT合作开发的高效蒸馏扩散模型，旨在实现超快速的文本到图像生成。通过结合连续时间一致性蒸馏和潜空间对抗蒸馏的混合策略，SANA-Sprint在H100上仅需0.1秒即可生成高质量的1024x1024图像，显著提升了生成效率和质量。该模型的创新在于其混合蒸馏框架和与ControlNet的集成，为实时交互式图像生成提供了新的可能性。,Diffusion Model,Other,None,https://mp.weixin.qq.com/s/0wKxhVoDH6JNWecXI2Z-rQ
量子位,2025-03-31 11:12:03,推荐场景Scaling Law来了！中科大&华为诺亚方舟联合推出,中科大与华为诺亚方舟联合推出推荐模型性能定律,中科大认知智能全国重点实验室与华为诺亚方舟实验室联合推出了一项新的推荐模型性能定律，首次对推荐系统中模型性能与数据规模和质量进行了定量分析。研究提出了序列数据的质量衡量指标，并有效预测了推荐大模型的扩展潜力和最优性能配置。该研究为推荐系统在处理大规模数据时提供了新的理论基础和实践指导。,Other,Other,None,https://mp.weixin.qq.com/s/SNhIzcTncRONhc8VvbHylg
量子位,2025-03-31 11:12:03,火热报名中 ‼️ 4月16日，就在北京，中国AIGC产业峰会等你来,中国AIGC产业峰会即将召开,文章介绍了将于2025年4月16日在北京举行的中国AIGC产业峰会，现正火热报名中。该峰会旨在聚焦人工智能生成内容（AIGC）领域的最新发展与应用，吸引行业内的专家和企业参与，共同探讨未来趋势与挑战。,Other,Other,None,https://mp.weixin.qq.com/s/0J86Hk1WOpob6NJPh9mCXg
量子位,2025-03-31 11:12:03,GPT-4o骗了所有人，逐行画图只是前端特效？！底层架构细节成迷，奥特曼呼吁大家别玩了,GPT-4o图像生成技术的前端特效与底层架构分析,本文探讨了GPT-4o的图像生成过程，揭示了逐行生成效果仅为前端动画，实际服务器只发送五张中间结果。研究者对其底层架构的猜测因缺乏技术细节而受到影响。此外，文章还讨论了GPT-4o在版权处理上的不一致性，尤其是在生成名人肖像时的表现。OpenAI在图像生成的玩法上不断创新，但仍面临法律风险。,Multimodal LLM,OpenAI,Jie Liu,https://mp.weixin.qq.com/s/MjMlLbE0LvNPFVNm3VCv0g
