标题,中文标题,发布日期,领域分类,研究机构,PDF链接,论文链接,AlphaXiv链接,简明摘要,点赞数
Scaling Evaluation-time Compute with Reasoning Models as Process Evaluators,通过推理模型作为过程评估者扩展评估时间计算,25 Mar 2025,LLM,Other,https://arxiv.org/pdf/2503.19877,https://www.arxiv.org/abs/2503.19877,https://www.alphaxiv.org/abs/2503.19877,本论文探讨了通过增加评估时间计算来提升语言模型（LM）评估能力的可能性。研究者引入了推理模型作为评估者，利用长链推理（CoT）来逐步评估生成的响应。实验证明，随着推理令牌的增加，评估者的性能呈单调提升，并且这种改进能够有效提升生成器的解决问题能力。该工作展示了评估者和生成器之间的相互作用，强调了在评估过程中花费更多计算资源的重要性，进而为提升语言模型的整体性能提供了新的思路。,29
ICE: Intrinsic Concept Extraction from a Single Image via Diffusion Models,ICE：通过扩散模型从单幅图像中提取内在概念,25 Mar 2025,Diffusion Model,Other,https://arxiv.org/pdf/2503.19902,https://www.arxiv.org/abs/2503.19902,https://www.alphaxiv.org/abs/2503.19902,本论文提出了ICE（Intrinsic Concept Extraction）框架，旨在从单幅图像中系统地提取内在视觉概念。ICE利用文本到图像（T2I）模型，分为两个主要阶段：首先，通过自动概念定位模块识别图像中的相关概念及其对应的掩膜；其次，深入分析每个掩膜，将对象级概念分解为内在概念和一般概念。这种方法有效解决了传统方法在概念提取中的模糊性和不可靠性，展示了ICE在无监督的情况下优越的内在概念提取能力，为理解和学习视觉元素提供了更清晰的框架。,25
Thinking agents for zero-shot generalization to qualitatively novel tasks,用于零-shot泛化到定性新任务的思维智能体,25 Mar 2025,Agent,Other,https://arxiv.org/pdf/2503.19815,https://www.arxiv.org/abs/2503.19815,https://www.alphaxiv.org/abs/2503.19815,该论文探讨了智能体如何通过“思考”能力实现零-shot泛化，解决全新且未曾遇到的任务。研究提出了一种训练方法，利用环境的组合特性，故意隐蔽特定元素组合，以确保测试任务的全新性。通过在思考前后评估智能体的表现，训练其内部模拟能力，使其能够在没有额外学习的情况下，通过思考解决新问题。实验结果表明，训练后的智能体能够在一次实际环境试验中成功应对这些新任务，展示了其在处理质的泛化方面的潜力。,24
Learning to chain-of-thought with Jensen's evidence lower bound,通过詹森证据下界学习思维链,25 Mar 2025,LLM,Other,https://arxiv.org/pdf/2503.19618,https://www.arxiv.org/abs/2503.19618,https://www.alphaxiv.org/abs/2503.19618,本论文提出了一种优化链式思维的新方法，利用Jensen证据下界进行强化学习，而无需外部奖励函数。作者将链式思维视为潜在变量，借助Jensen下界简化了传统的证据下界，从而形成了适合大规模训练的可行目标。该方法兼具监督微调和在线强化学习的优点，且在数学推理问题上表现出与使用外部奖励的策略梯度相当的效果。这一研究展示了新算法在更广泛应用中的潜力，为链式思维的优化提供了新的视角和方法。,23
CAFe: Unifying Representation and Generation with Contrastive-Autoregressive Finetuning,CAFe：通过对比自回归微调统一表示与生成,25 Mar 2025,Multimodal LLM,Meta,https://arxiv.org/pdf/2503.19900,https://www.arxiv.org/abs/2503.19900,https://www.alphaxiv.org/abs/2503.19900,论文《CAFe: Unifying Representation and Generation with Contrastive-Autoregressive Finetuning》提出了一种新的框架CAFe，旨在提升大型视觉-语言模型（LVLMs）在表示学习和生成任务中的表现。传统的LVLM在生成任务上表现出色，但在需要高保真表示的检索任务中存在局限。CAFe通过结合对比目标与自回归语言建模，成功地统一了这两种任务，显著提高了多模态检索和生成基准的性能，包括缓解物体幻觉问题。这一框架为未来的多模态模型奠定了基础，使其在检索精度和生成连贯性方面均表现优异。,21
Learning 3D Object Spatial Relationships from Pre-trained 2D Diffusion Models,从预训练的2D扩散模型中学习3D物体空间关系,25 Mar 2025,Diffusion Model,Other,https://arxiv.org/pdf/2503.19914,https://www.arxiv.org/abs/2503.19914,https://www.alphaxiv.org/abs/2503.19914,本论文提出了一种从预训练的2D扩散模型中学习三维物体空间关系的方法，称为物体-物体空间关系（OOR）。研究者通过合成多样的2D图像，提取出物体对之间的相对姿态和尺度信息，并将其提升为三维样本。该方法利用生成的三维样本训练OOR扩散模型，以捕捉物体间的空间关系。实验表明，该方法在多种物体关系建模中表现出色，并可应用于现实世界的三维场景排列任务，提供了一种高效的方式来理解和生成自然的物体布局。,20
Innate Reasoning is Not Enough: In-Context Learning Enhances Reasoning Large Language Models with Less Overthinking,先天推理不足：上下文学习增强推理大型语言模型，减少过度思考,25 Mar 2025,LLM,Other,https://arxiv.org/pdf/2503.19602,https://www.arxiv.org/abs/2503.19602,https://www.alphaxiv.org/abs/2503.19602,本论文探讨了在推理大型语言模型（RLLMs）中使用链式思维（CoT）提示的有效性。研究分析了零-shot和少-shot CoT对不同参数规模模型在数学推理任务中的影响。结果表明，CoT提示在大多数情况下显著提升了RLLMs的表现，尤其是在复杂问题上。大容量模型在简单任务上的提升有限，而小容量模型则表现相反。此外，CoT提示有效控制了思维步骤和反思次数，减少了过度思考。这些发现为优化RLLMs的推理能力提供了重要的指导。,19
PartRM: Modeling Part-Level Dynamics with Large Cross-State Reconstruction Model,PartRM：使用大型跨状态重建模型建模部件级动态,25 Mar 2025,Other,"THU, PKU",https://arxiv.org/pdf/2503.19913,https://www.arxiv.org/abs/2503.19913,https://www.alphaxiv.org/abs/2503.19913,"本文提出了PartRM，一个新颖的4D重建框架，旨在高效建模静态物体的外观、几何和部件级运动。与现有技术Puppet-Master相比，PartRM在处理速度和输出质量上显著提升，能够在几秒内生成多视角一致的3D运动效果。为了解决数据稀缺问题，研究团队引入了PartDrag-4D数据集，包含超过20,000种部件动态的多视角观察。此外，PartRM采用多尺度拖动嵌入模块和两阶段训练过程，增强了对动态交互的理解。实验结果显示，PartRM在部件级运动学习中设立了新的性能标杆，具有广泛的应用潜力，尤其在机器人操作任务中。",19
1.4 Million Open-Source Distilled Reasoning Dataset to Empower Large Language Model Training,140万开源蒸馏推理数据集以增强大语言模型训练,25 Mar 2025,LLM,Other,https://arxiv.org/pdf/2503.19633,https://www.arxiv.org/abs/2503.19633,https://www.alphaxiv.org/abs/2503.19633,本论文介绍了AM-DeepSeek-R1-Distilled数据集，该数据集包含140万条高质量推理问题，旨在支持大型语言模型的训练。数据来自多个开源数据集，经过严格的去重和验证，确保其准确性和可靠性。研究表明，基于该数据集训练的AM-Distill-Qwen-32B模型在多个基准测试中超越了现有的DeepSeek-R1模型，显示出优越的推理能力。通过发布这一数据集，研究团队希望推动推理导向的大型语言模型的发展，为相关研究提供强有力的支持。,18
Writing as a testbed for open ended agents,将写作作为开放式智能体的试验平台,25 Mar 2025,LLM,"Google, DeepMind",https://arxiv.org/pdf/2503.19711,https://www.arxiv.org/abs/2503.19711,https://www.alphaxiv.org/abs/2503.19711,本论文探讨了大型语言模型（LLMs）在写作辅助中的应用，特别是作为开放式智能体的潜力。研究分析了三种主要模型（Gemini 1.5 Pro、Claude 3.5 Sonnet和GPT-4o），评估它们在文档创作和编辑中的行动多样性、人类偏好对齐以及迭代改进能力。通过定量指标与人类评估相结合的多维框架，论文揭示了当前LLMs在开放式任务中的挑战与局限，并为未来的写作辅助工具研究提供了重要的基准和方向。,16
"RGL: A Graph-Centric, Modular Framework for Efficient Retrieval-Augmented Generation on Graphs",RGL：一个以图为中心的模块化框架，用于高效的图数据检索增强生成,25 Mar 2025,Other,Other,https://arxiv.org/pdf/2503.19314,https://www.arxiv.org/abs/2503.19314,https://www.alphaxiv.org/abs/2503.19314,本文提出了RAG-on-Graphs Library (RGL)，一个模块化框架，旨在提升图数据上的检索增强生成（RAG）系统的效率。RGL整合了从图索引、动态节点检索到子图构建和生成的完整流程，解决了现有方法在灵活性和可扩展性方面的不足。通过支持多种图格式和优化关键组件，RGL实现了高达143倍的速度提升。此外，其动态节点过滤功能能够快速提取相关子图，降低了令牌消耗。实验表明，RGL不仅加速了原型开发，还增强了图基RAG系统在多种任务中的性能和适用性。,11
Multi-agent Application System in Office Collaboration Scenarios,办公协作场景中的多智能体应用系统,25 Mar 2025,Agent,Other,https://arxiv.org/pdf/2503.19584,https://www.arxiv.org/abs/2503.19584,https://www.alphaxiv.org/abs/2503.19584,本文介绍了一种多智能体应用系统，旨在提升办公室协作的效率和工作质量。该系统结合了人工智能、机器学习和自然语言处理技术，实现了任务分配、进度监控和信息共享等功能。智能体能够根据团队成员的需求提供个性化支持，并通过数据分析工具改善决策质量。论文提出了一种智能体架构，增强了多意图和多轮对话能力，并通过实验验证了系统在实际业务应用中的有效性，尤其在查询理解、任务规划和工具调用方面表现优异。该系统预计将更好地解决动态环境中的复杂交互问题。,8
Splitting Answer Set Programs with respect to Intensionality Statements (Extended Version),关于强语义声明的答案集程序分割（扩展版）,25 Mar 2025,Other,Other,https://arxiv.org/pdf/2503.19762,https://www.arxiv.org/abs/2503.19762,https://www.alphaxiv.org/abs/2503.19762,这篇论文提出了一种改进的逻辑程序拆分方法，旨在提高答题集程序的稳定模型计算效率。作者通过引入“意向性语句”的概念，扩展了拆分的适用条件，不仅考虑谓词之间的依赖关系，还考虑其参数和上下文。这一新方法使得在处理复杂的逻辑程序时，能够将其分解为更小的子程序，从而简化求解过程，并有助于程序的正确性证明。该研究为实际应用中的逻辑程序提供了更广泛的拆分可能性，推动了答题集编程领域的发展。,7
A proposal for an incident regime that tracks and counters threats to national security posed by AI systems,针对AI系统对国家安全威胁的事件管理制度提案,25 Mar 2025,Other,Other,https://arxiv.org/pdf/2503.19887,https://www.arxiv.org/abs/2503.19887,https://www.alphaxiv.org/abs/2503.19887,本文提出了一种法律规定的AI事件管理机制，旨在追踪和应对AI系统对国家安全的潜在威胁。随着AI能力的快速发展，恶意行为者可能利用AI进行网络攻击或失控的自主系统。论文首先界定了“安全关键”领域，接着详细描述了事件管理机制的三个阶段：AI提供者需在部署前创建“国家安全案例”，并在事件发生时及时通知政府机构，最后政府应获得调查和强化安全措施的权限。该提案结合了现有的安全领域实践，旨在提升对AI相关国家安全威胁的监测和应对能力。,3
Enabling Rapid Shared Human-AI Mental Model Alignment via the After-Action Review,通过事后回顾实现快速共享的人机心理模型对齐,25 Mar 2025,Agent,Other,https://arxiv.org/pdf/2503.19607,https://www.arxiv.org/abs/2503.19607,https://www.alphaxiv.org/abs/2503.19607,本论文提出了两项创新性贡献，以促进人机协作（HMT）研究：首先，开发了一个基于Minecraft的测试平台，便于快速测试和部署协作AI代理，克服了传统人机交互研究中的繁琐设置；其次，设计了一种工具，允许用户回顾和分析HMT任务中的行为，以促进共享心理模型的发展。该工具通过视频回放和基于GPT-4的聊天界面，帮助用户理解AI的决策过程，从而增强人类与AI之间的协作效果。这些贡献旨在加速协作代理的设计和提升人机团队的整体表现。,3
Substance over Style: Evaluating Proactive Conversational Coaching Agents,重视实质而非风格：评估主动对话教练智能体,25 Mar 2025,Agent,Google,https://arxiv.org/pdf/2503.19328,https://www.arxiv.org/abs/2503.19328,https://www.alphaxiv.org/abs/2503.19328,本论文探讨了主动对话教练代理的设计与评估，特别关注多轮对话中的核心功能与风格的关系。研究实施了五种具有不同对话风格的教练代理，并通过用户研究收集了155次对话的反馈。结果显示，用户对核心功能的重视高于对话风格，缺乏核心功能的风格元素会导致负面评价。此外，论文还揭示了用户反馈与健康专家及语言模型评估之间的显著不一致，为未来人本中心的自然语言处理应用提供了重要的设计与评估见解。,2
