标题,中文标题,领域分类,研究机构,PDF链接,论文链接,简明摘要,Upvote数
Optimal Stepsize for Diffusion Sampling,扩散采样的最优步长,Diffusion Model,Other,https://arxiv.org/pdf/2503.21774,https://huggingface.co/papers/2503.21774,本论文提出了一种名为“最佳步长蒸馏”的动态规划框架，以优化扩散模型中的采样效率。通过从参考轨迹中提取理论上最优的步长调度，研究者将步长优化重新表述为递归误差最小化，从而确保了全局离散化界限。实验结果表明，该方法在加速文本到图像生成方面实现了10倍提升，同时在GenEval性能测试中保留了99.4%的效果。此外，该方法在不同架构、ODE求解器和噪声调度下表现出强大的鲁棒性。相关代码可在GitHub上获取。,10
"Exploring the Evolution of Physics Cognition in Video Generation: A
  Survey",探索视频生成中物理认知的演变：一项调查,Diffusion Model,Other,https://arxiv.org/pdf/2503.21765,https://huggingface.co/papers/2503.21765,本论文综述了视频生成领域中物理认知的演变，特别是在扩散模型快速发展的背景下。尽管视频生成技术取得了显著进展，但生成内容常常违反物理法则，导致“视觉真实但物理荒谬”的困境。为了解决这一问题，研究者们开始重视物理一致性，将运动表示和物理知识整合进生成系统。论文提出了一个三层分类法，涵盖基本模式感知、物理知识的被动认知和世界模拟的主动认知，系统总结了该领域的架构设计及其应用。最后，作者指出了当前面临的挑战，并为未来研究提供了建议，旨在推动生成模型向更高水平的“人类般物理理解”发展。,9
"FinAudio: A Benchmark for Audio Large Language Models in Financial
  Applications",FinAudio：金融应用中音频大语言模型的基准,Multimodal LLM,Other,https://arxiv.org/pdf/2503.20990,https://huggingface.co/papers/2503.20990,本文介绍了FinAudio，这是第一个专门用于评估音频大语言模型（AudioLLMs）在金融领域应用的基准。鉴于金融场景中音频数据（如财报电话会议和CEO演讲）的重要性，FinAudio定义了三项任务：短金融音频的自动语音识别（ASR）、长金融音频的ASR，以及长金融音频的摘要。研究团队策划了两个短音频和两个长音频数据集，并开发了一个新的金融音频摘要数据集。通过对七个主流AudioLLMs的评估，本文揭示了现有模型在金融领域的局限性，并提供了改进建议。所有数据集和代码将公开发布。,8
"ChatAnyone: Stylized Real-time Portrait Video Generation with
  Hierarchical Motion Diffusion Model",ChatAnyone: 基于层次运动扩散模型的风格化实时肖像视频生成,Diffusion Model,Other,https://arxiv.org/pdf/2503.21144,https://huggingface.co/papers/2503.21144,本文提出了一种新颖的框架，用于生成风格化的实时视频聊天肖像，旨在解决现有方法在头部和身体动作同步及面部表情细节控制方面的不足。该框架分为两个阶段：首先，通过层次化运动扩散模型基于音频输入生成多样化的面部表情，并实现头部与身体动作的协调；其次，生成包含上半身动作的视频，并通过注入手部控制信号和面部细化技术提升整体真实感和表现力。该方法支持在高达512x768分辨率下以30帧每秒实时生成上半身肖像视频，展现出丰富的表现力和自然的身体动作，适用于互动视频聊天。,6
ZJUKLAB at SemEval-2025 Task 4: Unlearning via Model Merging,ZJUKLAB在SemEval-2025任务4：通过模型合并进行遗忘,LLM,Other,https://arxiv.org/pdf/2503.21088,https://huggingface.co/papers/2503.21088,本文介绍了ZJUKLAB团队在SemEval-2025任务4中的提交，旨在从大型语言模型中选择性地去除敏感内容。我们提出了一种基于模型合并（TIES-Merging）的去学习系统，将两个专业模型结合，生成一个更平衡的去学习模型。该系统在26个团队中排名第二，在线得分为0.944（任务聚合）和0.487（整体聚合）。我们还进行了本地实验，分析了去学习过程中的性能变化和损失动态，指出现有评估指标不足以全面评估去学习的有效性，并呼吁未来研究需重新思考去学习目标和评估方法。代码可在GitHub上获取。,6
Synthetic Video Enhances Physical Fidelity in Video Synthesis,合成视频增强视频合成中的物理真实感,Other,Other,https://arxiv.org/pdf/2503.20822,https://huggingface.co/papers/2503.20822,本论文探讨了如何通过利用计算机图形学生成的合成视频来提升视频生成模型的物理真实感。这些合成视频遵循现实世界的物理规律，具有3D一致性，能够有效改善视频生成模型的表现。作者提出了一种方法，整合合成数据并将其物理真实感转移至模型，从而显著减少不必要的伪影。通过在三个强调物理一致性的任务上进行实验，研究证明了该方法在提升物理真实感方面的有效性。尽管模型对物理知识的理解仍然有限，这项研究首次实证表明合成视频能够增强视频合成中的物理真实感。,6
"Feature4X: Bridging Any Monocular Video to 4D Agentic AI with Versatile
  Gaussian Feature Fields",Feature4X：利用多功能高斯特征场将任何单目视频连接到4D智能体AI,Multimodal LLM,Other,https://arxiv.org/pdf/2503.20776,https://huggingface.co/papers/2503.20776,本文介绍了Feature4X，一个创新的框架，旨在将单目视频输入扩展至4D智能AI领域。Feature4X通过动态优化和模型条件特征提炼，能够实现多种任务，包括实时分割、场景编辑和视觉问答，且支持在不同视角和时间步骤下操作。这一方法首次利用高斯点云技术将视频基础模型的特征提升为明确的4D特征场，从而推动了智能AI应用的广泛可能性，助力构建具有上下文和时空感知能力的动态4D交互系统。,5
Unified Multimodal Discrete Diffusion,统一多模态离散扩散,Diffusion Model,Other,https://arxiv.org/pdf/2503.20853,https://huggingface.co/papers/2503.20853,本论文提出了统一多模态离散扩散模型（UniDisc），旨在改善现有的多模态生成模型。与传统的自回归模型不同，UniDisc结合了文本和图像的生成能力，能够同时理解和生成多种模态的信息。该模型在生成样本的质量与多样性之间提供了更好的控制，支持跨模态的联合修补，并增强了生成过程的可控性。通过与自回归模型的比较，UniDisc在性能、推理时间计算、可编辑性和灵活性等方面表现更优。该研究为多模态生成任务提供了一种新的有效方法，展示了离散扩散模型的潜力。,3
"LLPut: Investigating Large Language Models for Bug Report-Based Input
  Generation",LLPut: 研究大型语言模型在基于缺陷报告的输入生成中的应用,LLM,Other,https://arxiv.org/pdf/2503.20578,https://huggingface.co/papers/2503.20578,本文提出了LLPut，一种用于评估大型语言模型（LLMs）在从bug报告中提取故障诱发输入能力的技术。研究集中在三种开源生成性LLMs（LLaMA、Qwen和Qwen-Coder）上，通过对206个bug报告的数据集进行实验评估，分析这些模型在输入提取中的准确性和有效性。研究结果揭示了生成性LLMs在自动化bug诊断中的潜力与局限性，为软件维护中的输入提取提供了新的视角和实践指导。,3
"LOCATEdit: Graph Laplacian Optimized Cross Attention for Localized
  Text-Guided Image Editing",LOCATEdit：基于图拉普拉斯优化的交叉注意力用于局部文本引导的图像编辑,Diffusion Model,Other,https://arxiv.org/pdf/2503.21541,https://huggingface.co/papers/2503.21541,LOCATEdit是一种新颖的文本引导图像编辑方法，旨在根据自然语言指令修改图像特定区域，同时保持整体结构和背景的完整性。现有方法依赖于从扩散模型生成的交叉注意力图来识别修改区域，但常常导致图像一致性不足和编辑伪影。为了解决这些问题，LOCATEdit通过图形优化的交叉注意力机制，利用自注意力生成的补丁关系，确保注意力在图像区域间平滑一致，从而实现局部修改而不影响周围结构。实验结果表明，LOCATEdit在多个编辑任务上显著优于现有基线，展现了其卓越的性能和有效性。,1
