标题,中文标题,领域分类,研究机构,PDF链接,论文链接,简明摘要,Upvote数
"Cockatiel: Ensembling Synthetic and Human Preferenced Training for
  Detailed Video Caption",Cockatiel：合成与人类偏好训练的集成用于详细视频字幕,Multimodal LLM,Other,https://arxiv.org/pdf/2503.09279,https://huggingface.co/papers/2503.09279,本论文提出了Cockatiel，一个创新的三阶段训练管道，用于改进视频详细描述（VDC）的性能。研究首先评估了现有方法的局限性，包括对特定描述方面的偏见和与人类偏好的不一致。Cockatiel通过结合合成数据和人类偏好进行训练，提升了模型的描述能力。在第一阶段，利用精心注释的数据集筛选出高质量的合成标题；第二阶段则通过训练Cockatiel-13B模型来融合不同模型的优势；最后，提炼出易于使用的Cockatiel-8B。实验结果显示，Cockatiel在VDCSCORE评估中达到新的最佳表现，并在与人类偏好的对比中显著优于其他模型。,5
"ARMOR v0.1: Empowering Autoregressive Multimodal Understanding Model
  with Interleaved Multimodal Generation via Asymmetric Synergy",ARMOR v0.1：通过不对称协同增强自回归多模态理解模型的交错多模态生成,Multimodal LLM,Shanghai AI Lab,https://arxiv.org/pdf/2503.06542,https://huggingface.co/papers/2503.06542,论文介绍了ARMOR，一个资源高效的自回归框架，旨在提升现有的多模态大语言模型（MLLMs）在理解和生成任务上的能力。ARMOR通过引入不对称的编码-解码架构、精心策划的高质量交错数据集以及三阶段的训练算法，实现了文本与图像的自然交错生成。实验表明，ARMOR能够在有限的训练资源下显著增强MLLMs的多模态生成能力，同时保持其理解能力。这一方法为多模态模型的发展提供了新的思路和实践。,5
VGGT: Visual Geometry Grounded Transformer,VGGT: 基于视觉几何的变换器,Other,Meta,https://arxiv.org/pdf/2503.11651,https://huggingface.co/papers/2503.11651,本文介绍了VGGT，一种前馈神经网络，能够从一张或多张图像中直接推断出场景的关键3D属性，包括相机参数、点图、深度图和3D点轨迹。VGGT在效率和准确性上优于传统的依赖后处理的视觉几何优化方法，能够在不到一秒的时间内完成图像重建，并在多个3D任务上实现了最先进的结果。此外，预训练的VGGT作为特征骨干网络显著提升了下游任务的表现，如非刚性点跟踪和新视角合成。相关代码和模型已公开。,4
Neighboring Autoregressive Modeling for Efficient Visual Generation,邻近自回归建模用于高效视觉生成,Other,Shanghai AI Lab,https://arxiv.org/pdf/2503.10696,https://huggingface.co/papers/2503.10696,本论文提出了一种新颖的邻近自回归建模方法（NAR），旨在提高视觉生成的效率。NAR通过一种逐步扩展的“邻近预测”机制，将自回归生成过程转化为一种外推程序，从初始令牌出发，按照曼哈顿距离逐步解码周围令牌。该方法引入了维度导向的解码头，允许在空间-时间维度上并行预测多个相邻令牌，从而显著减少生成过程中的前向步骤。实验结果表明，NAR在图像和视频生成任务中表现出更高的吞吐量和更优的生成质量，尤其在文本到图像生成基准测试中，NAR以更少的训练数据超越了现有的先进模型。,4
Learning Few-Step Diffusion Models by Trajectory Distribution Matching,通过轨迹分布匹配学习少步扩散模型,Diffusion Model,Other,https://arxiv.org/pdf/2503.06674,https://huggingface.co/papers/2503.06674,本论文提出了一种新方法——轨迹分布匹配（TDM），旨在提高扩散模型的采样效率，特别是在复杂任务如文本到图像生成中。TDM结合了分布匹配和轨迹匹配的优点，通过数据无关的得分蒸馏目标，使学生模型的轨迹与教师模型的分布对齐。此外，论文开发了一个考虑采样步数的目标，以实现更灵活的采样。实验表明，TDM在多种模型上表现出色，显著提高了图像质量并降低了训练成本，尤其在将PixArt-alpha蒸馏为4步生成器时，达到更高的用户偏好评分。该方法还可扩展至文本到视频的扩散加速。,4
"ProJudge: A Multi-Modal Multi-Discipline Benchmark and
  Instruction-Tuning Dataset for MLLM-based Process Judges",ProJudge：一个用于基于MLLM的过程评判者的多模态多学科基准和指令调优数据集,Multimodal LLM,Shanghai AI Lab,https://arxiv.org/pdf/2503.06553,https://huggingface.co/papers/2503.06553,本论文提出了ProJudgeBench，这是首个专门用于评估多模态大型语言模型（MLLM）作为过程评判者能力的综合基准。该基准包含2400个测试案例和50118个步骤级标签，涵盖四个科学学科，具有不同难度和多模态内容。每个步骤均由专家进行详细标注，以便系统评估模型的错误检测和分类能力。研究还推出了ProJudge-173k，一个大规模的指令调优数据集，以及动态双阶段微调策略，以提高开源模型的过程评估能力。这些资源的发布将推动多模态过程评估的未来研究。,4
"ETCH: Generalizing Body Fitting to Clothed Humans via Equivariant
  Tightness",ETCH：通过等变紧致性将身体拟合推广到穿衣人类,Embodied AI,Other,https://arxiv.org/pdf/2503.10624,https://huggingface.co/papers/2503.10624,本文提出了“等变紧致拟合”（ETCH）方法，旨在解决将3D衣着人类点云拟合到身体模型的挑战。传统方法依赖复杂的多阶段优化，易受姿态初始化影响，而学习型方法在多样化姿态和服装类型上泛化能力不足。ETCH通过局部近似的SE(3)等变性，建立了布料与身体表面的映射，简化了拟合过程。实验结果显示，ETCH在松散服装的身体拟合精度上显著优于现有方法，且在一-shot和分布外设置中减少了方向性误差。该方法展示了强大的泛化能力，适用于复杂姿势和未见形状的场景。,2
Open-World Skill Discovery from Unsegmented Demonstrations,来自未分段演示的开放世界技能发现,Agent,PKU,https://arxiv.org/pdf/2503.10684,https://huggingface.co/papers/2503.10684,该论文提出了一种基于自监督学习的方法，通过无标注的长视频进行开放世界技能发现。研究中引入了技能边界检测（SBD）算法，利用预训练的动作预测模型的预测误差来自动识别技能边界。这种方法避免了传统的序列采样和人工标注，能够有效地将长视频分割成语义一致的技能片段。通过在Minecraft环境中的实验，SBD生成的片段显著提高了条件策略和层次代理在短期和长期任务中的表现，展示了该方法在利用多样化在线视频训练指令跟随代理的潜力。,2
"GoalFlow: Goal-Driven Flow Matching for Multimodal Trajectories
  Generation in End-to-End Autonomous Driving",GoalFlow：基于目标驱动的流匹配用于端到端自动驾驶中的多模态轨迹生成,Diffusion Model,Shanghai AI Lab,https://arxiv.org/pdf/2503.05689,https://huggingface.co/papers/2503.05689,本文提出了GoalFlow，一种用于生成高质量多模态轨迹的端到端自主驾驶方法。在自主驾驶场景中，通常不存在单一合适的轨迹，现有方法在建模多模态轨迹分布时面临选择复杂性和轨迹质量下降的问题。为了解决这些问题，GoalFlow通过引入目标点来约束生成过程，并采用新颖的评分机制根据场景信息选择最合适的目标点。此外，GoalFlow利用高效的生成方法Flow Matching，生成多模态轨迹，并从候选轨迹中选择最佳轨迹。实验结果表明，GoalFlow在Navsim数据集上表现优异，显著超越其他方法，展现出其在自主驾驶中的潜力。,2
"TreeMeshGPT: Artistic Mesh Generation with Autoregressive Tree
  Sequencing",TreeMeshGPT：基于自回归树序列的艺术网格生成,Other,Other,https://arxiv.org/pdf/2503.11629,https://huggingface.co/papers/2503.11629,本文介绍了TreeMeshGPT，一种基于自回归Transformer的艺术网格生成模型。与传统的下一个令牌预测方法不同，TreeMeshGPT采用了一种新颖的自回归树序列化方式，通过动态增长的树结构来生成网格，使得每一步的扩展都局限于最后生成的三角面。这种方法不仅提高了训练效率，还增强了生成网格的质量。通过将每个三角面表示为两个令牌，该模型实现了约22%的压缩率。TreeMeshGPT在强点云条件下生成细节丰富的艺术网格，并有效减少了常见的法线翻转问题，提升了生成质量和一致性。,1
"SmolDocling: An ultra-compact vision-language model for end-to-end
  multi-modal document conversion",SmolDocling：一种超紧凑的视觉语言模型用于端到端多模态文档转换,Multimodal LLM,Other,https://arxiv.org/pdf/2503.11576,https://huggingface.co/papers/2503.11576,本文介绍了SmolDocling，一个超紧凑的视觉语言模型，旨在实现端到端的文档转换。该模型通过生成DocTags这一新型通用标记格式，全面处理文档页面，准确捕捉内容、结构和空间位置。与依赖大型基础模型或多模型组合的方法不同，SmolDocling在仅256M参数的情况下展现了强大的性能，能够处理包括商业文档、学术论文和技术报告在内的多种文档类型。研究还提供了用于图表、表格和代码识别的新数据集，实验结果表明其在性能上可与体积高达27倍的其他模型竞争，同时显著降低了计算需求。,1
MaRI: Material Retrieval Integration across Domains,MaRI：跨领域材料检索集成,Other,"PKU, Tencent",https://arxiv.org/pdf/2503.08111,https://huggingface.co/papers/2503.08111,本文提出了MaRI框架，旨在解决材料检索中的挑战，尤其是在合成和真实材料之间的特征空间差距。MaRI通过对图像和材料编码器进行联合训练，构建了一个共享的嵌入空间，利用对比学习策略将相似的材料和图像拉近，同时将不相似的对分开。为支持这一方法，研究团队构建了一个包含高质量合成材料和经过处理的真实材料的综合数据集。实验结果表明，MaRI在多样化和复杂的材料检索任务中表现优越，显著提升了检索的准确性和泛化能力，超越了现有方法。,1
Vamba: Understanding Hour-Long Videos with Hybrid Mamba-Transformers,Vamba：使用混合Mamba-Transformer理解小时级视频,Multimodal LLM,Other,https://arxiv.org/pdf/2503.11579,https://huggingface.co/papers/2503.11579,本文提出了一种新型的混合Mamba-Transformer模型（VAMBA），旨在解决现有变换器模型在处理长达一小时的视频时面临的计算复杂性问题。VAMBA通过采用线性复杂度的Mamba-2块进行视频编码，能够在不减少视频帧数的情况下，在单个GPU上处理超过1024帧，而传统模型仅能处理256帧。实验表明，VAMBA在训练和推理过程中减少了至少50%的GPU内存使用，并将每步训练速度几乎提高了一倍。此外，VAMBA在挑战性的视频理解基准LVBench上提高了4.3%的准确率，且在多种视频理解任务中表现出色。,0
"Can Large Reasoning Models do Analogical Reasoning under Perceptual
  Uncertainty?",大型推理模型能否在感知不确定性下进行类比推理？,LLM,OpenAI,https://arxiv.org/pdf/2503.11207,https://huggingface.co/papers/2503.11207,本研究首次评估了两种先进的大型推理模型（OpenAI的o3-mini和DeepSeek R1）在类比推理方面的表现，主要基于Raven的渐进矩阵进行非语言智商测试。通过I-RAVEN和更具挑战性的I-RAVEN-X数据集，我们考察了视觉不确定性对推理结果的影响。结果显示，o3-mini的准确率从86.6%降至17.0%，而DeepSeek R1的准确率从80.6%降至23.2%。相比之下，神经符号概率推理模型ARLC在这些测试中表现更为稳健，准确率从98.6%降至88.0%。该研究揭示了大型推理模型在复杂推理任务中的局限性。,0
From TOWER to SPIRE: Adding the Speech Modality to a Text-Only LLM,从TOWER到SPIRE：为文本-only LLM添加语音模态,Multimodal LLM,Other,https://arxiv.org/pdf/2503.10620,https://huggingface.co/papers/2503.10620,本研究将现有的文本语言模型TOWER扩展至语音模态，开发了开源模型SPIRE。通过语音离散化和持续预训练，SPIRE能够转录和翻译英语语音输入，同时保持TOWER在翻译任务上的原有性能。该研究表明，将离散化的语音输入视为额外的翻译语言是可行的，展示了多模态集成在多语言大模型中的潜力。研究者们已将代码和模型公开，供社区使用。这一工作为大语言模型的多模态适应提供了新的思路和方法。,0
Group-robust Machine Unlearning,群体鲁棒的机器遗忘,Other,Other,https://arxiv.org/pdf/2503.09330,https://huggingface.co/papers/2503.09330,本文提出了一种新的机器遗忘方法——群体鲁棒机器遗忘，旨在解决在非均匀分布的遗忘数据集上进行机器遗忘时出现的公平性问题。以往方法假设遗忘数据均匀分布，然而当某一群体的数据占主导时，模型性能会下降。为此，本文引入了MIU（互信息感知机器遗忘），通过样本分布重加权和互信息校准，减少主导群体的性能下降。实验结果表明，MIU在三个数据集上均优于传统方法，实现了有效的遗忘，同时保持了模型的鲁棒性。,0
